gppd_idnr,owner,lei
WRI1030470,San Miguel Consolidated Power Corporation,549300AGC9NFF12PHN68
WRI1029961,First NatGas Power Corp.,254900YYOD0ZCCUJ6668
WRI1001872,SMC Global Power Holdings Corp.,549300HBCE80QXKII590
WRI1023817,Polska Grupa Energetyczna SA,259400MP9VXR0E69MJ89
WRI1019069,TAURON Wytwarzanie S.A.,259400X57R6RG5H75158
WRI1061533,PGE,259400MP9VXR0E69MJ89
WRI1019037,Polska Grupa Energetyczna SA,259400MP9VXR0E69MJ89
WRI1061534,PGE,259400MP9VXR0E69MJ89
WRI1061532,PGE,259400MP9VXR0E69MJ89
WRI1061493,Polska Grupa Energetyczna SA,259400MP9VXR0E69MJ89
WRI1019068,Polska Grupa Energetyczna SA,259400MP9VXR0E69MJ89
WRI1061519,Fortum,635400IUIZZIUJSAMF76
WRI1019060,Polska Grupa Energetyczna SA,259400MP9VXR0E69MJ89
WRI1019074,Polska Grupa Energetyczna SA,259400MP9VXR0E69MJ89
WRI1019082,International Paper,824LMFJDH41EY779Q875
WRI1061505,CIECH Soda Polska,259400QBKCM31QLP7O15
WRI1019075,TAURON Wytwarzanie S.A.,259400X57R6RG5H75158
WRI1061495,Polska Grupa Energetyczna SA,259400MP9VXR0E69MJ89
WRI1019051,Polska Grupa Energetyczna SA,259400MP9VXR0E69MJ89
WRI1019058,Polska Grupa Energetyczna SA,259400MP9VXR0E69MJ89
WRI1019089,Mondi Świecie S.A.,213800QDD5AONDMFLZ98
WRI1019079,ArcelorMittal,2EULGUTUI56JI9SAL165
WRI1019077,POLENERGIA,259400CXBGPCDXIXSM81
WRI1061530,Energetyka Cieplna Opolszczyzny,259400QRFDVWL14O3E24
WRI1061512,Synthos Dwory 7,259400WOTADEC1WQS495
WRI1019087,Polska Grupa Energetyczna SA,259400MP9VXR0E69MJ89
WRI1061506,CIECH Soda Polska,259400QBKCM31QLP7O15
WRI1061497,Polska Grupa Energetyczna SA,259400MP9VXR0E69MJ89
WRI1019092,TAURON Wytwarzanie S.A.,259400X57R6RG5H75158
WRI1019055,Polska Grupa Energetyczna SA,259400MP9VXR0E69MJ89
WRI1061528,Fortum,635400IUIZZIUJSAMF76
WRI1061496,Polska Grupa Energetyczna SA,259400MP9VXR0E69MJ89
WRI1019067,Polska Grupa Energetyczna SA,259400MP9VXR0E69MJ89
WRI1061552,PGE,259400MP9VXR0E69MJ89
WRI1061553,PGE,259400MP9VXR0E69MJ89
WRI1061554,PGE,259400MP9VXR0E69MJ89
WRI1061555,PGE,259400MP9VXR0E69MJ89
WRI1061556,PGE,259400MP9VXR0E69MJ89
WRI1061557,PGE,259400MP9VXR0E69MJ89
WRI1061558,PGE,259400MP9VXR0E69MJ89
WRI1061559,PGE,259400MP9VXR0E69MJ89
WRI1061560,PGE,259400MP9VXR0E69MJ89
WRI1061561,PGE,259400MP9VXR0E69MJ89
WRI1061562,PGE,259400MP9VXR0E69MJ89
WRI1061563,PGE,259400MP9VXR0E69MJ89
WRI1061569,PEG,549300X4DC5C4RYZW296
WRI1061603,ENGIE,LAXUQCHT4FH58LRZDY46
WRI1061550,PGE,259400MP9VXR0E69MJ89
WRI1061611,Polenergia,259400CXBGPCDXIXSM81
WRI1061610,EDP Renewables Polska,529900B9W9ONBM547139
WRI1061605,ENGIE,LAXUQCHT4FH58LRZDY46
WRI1061615,Polenergia,259400CXBGPCDXIXSM81
WRI1061616,IKEA,5493005W74N25CNM0632
WRI1061589,Polenergia,259400CXBGPCDXIXSM81
WRI1061614,Polenergia,259400CXBGPCDXIXSM81
WRI1061587,Polenergia,259400CXBGPCDXIXSM81
WRI1061602,ENGIE,LAXUQCHT4FH58LRZDY46
WRI1061612,Polenergia,259400CXBGPCDXIXSM81
WRI1061613,Polenergia,259400CXBGPCDXIXSM81
WRI1061586,Invenergy,549300NMCKSMDPKQ0502
WRI1061604,ENGIE,LAXUQCHT4FH58LRZDY46
WRI1061588,Polenergia,259400CXBGPCDXIXSM81
WRI1019085,Polska Grupa Energetyczna SA,259400MP9VXR0E69MJ89
WRI1061619,ELEOS,969500SYMHS6D8ETYH36
WRI1061535,PGE,259400MP9VXR0E69MJ89
WRI1061536,PGE,259400MP9VXR0E69MJ89
WRI1061537,PGE,259400MP9VXR0E69MJ89
WRI1061538,PGE,259400MP9VXR0E69MJ89
WRI1019066,TAURON Wytwarzanie S.A.,259400X57R6RG5H75158
WRI1019038,TAURON Wytwarzanie S.A.,259400X57R6RG5H75158
WRI1061539,PGE,259400MP9VXR0E69MJ89
WRI1061540,PGE,259400MP9VXR0E69MJ89
WRI1061541,PGE,259400MP9VXR0E69MJ89
WRI1061622,ELEOS,969500SYMHS6D8ETYH36
WRI1019035,Polska Grupa Energetyczna SA,259400MP9VXR0E69MJ89
WRI1061542,PGE,259400MP9VXR0E69MJ89
WRI1061551,PGE,259400MP9VXR0E69MJ89
WRI1019076,Polska Grupa Energetyczna SA,259400MP9VXR0E69MJ89
WRI1061543,PGE,259400MP9VXR0E69MJ89
WRI1019048,Polska Grupa Energetyczna SA,259400MP9VXR0E69MJ89
WRI1061544,PGE,259400MP9VXR0E69MJ89
WRI1061545,PGE,259400MP9VXR0E69MJ89
WRI1019033,Polska Grupa Energetyczna SA,259400MP9VXR0E69MJ89
WRI1019044,TAURON Wytwarzanie S.A.,259400X57R6RG5H75158
WRI1061546,PGE,259400MP9VXR0E69MJ89
WRI1019065,PGE,259400MP9VXR0E69MJ89
WRI1019056,TAURON Wytwarzanie S.A.,259400X57R6RG5H75158
WRI1061492,Polska Grupa Energetyczna SA,259400MP9VXR0E69MJ89
WRI1061547,PGE,259400MP9VXR0E69MJ89
WRI1019036,Polska Grupa Energetyczna SA,259400MP9VXR0E69MJ89
WRI1061548,PGE,259400MP9VXR0E69MJ89
WRI1019042,TAURON Wytwarzanie S.A.,259400X57R6RG5H75158
WRI1019041,TAURON Wytwarzanie S.A.,259400X57R6RG5H75158
WRI1061549,PGE,259400MP9VXR0E69MJ89
WRI1019043,PGE,259400MP9VXR0E69MJ89
WRI1061679,"PJSC ""RusHydro""",2534005TJN9DX4YWVT97
WRI1061690,"PJSC ""RusHydro""",2534005TJN9DX4YWVT97
WRI1061692,"PJSC ""RusHydro""",2534005TJN9DX4YWVT97
WRI1003669,"PJSC ""Unipro""",253400DR5QSH8MEGZZ11
WRI1003673,"PJSC ""RusHydro""",2534005TJN9DX4YWVT97
WRI1003675,"PJSC ""RusHydro""",2534005TJN9DX4YWVT97
WRI1061917,"JSC ""EVRAZ NTMK""",25340007CAJLLJ6YBV26
WRI1062088,"JSC ""PhosAgro-Cherepovets""",25340088F101SUVCCV69
WRI1003679,"PJSC ""RusHydro""",2534005TJN9DX4YWVT97
WRI1061672,"PJSC ""RusHydro""",2534005TJN9DX4YWVT97
WRI1061671,"PJSC ""RusHydro""",2534005TJN9DX4YWVT97
WRI1061670,"PJSC ""RusHydro""",2534005TJN9DX4YWVT97
WRI1061685,"PJSC ""RusHydro""",2534005TJN9DX4YWVT97
WRI1061711,"PJSC ""RusHydro""",2534005TJN9DX4YWVT97
WRI1061710,"PJSC ""RusHydro""",2534005TJN9DX4YWVT97
WRI1061702,"PJSC ""RusHydro""",2534005TJN9DX4YWVT97
WRI1061714,"PJSC ""RusHydro""",2534005TJN9DX4YWVT97
WRI1061699,"PJSC ""RusHydro""",2534005TJN9DX4YWVT97
WRI1061697,"PJSC ""RusHydro""",2534005TJN9DX4YWVT97
WRI1061677,"PJSC ""RusHydro""",2534005TJN9DX4YWVT97
WRI1061684,"PJSC ""RusHydro""",2534005TJN9DX4YWVT97
WRI1061703,"PJSC ""RusHydro""",2534005TJN9DX4YWVT97
WRI1061901,"PJSC ""RusHydro""",2534005TJN9DX4YWVT97
WRI1061680,"PJSC ""RusHydro""",2534005TJN9DX4YWVT97
WRI1061715,"PJSC ""RusHydro""",2534005TJN9DX4YWVT97
WRI1061698,"PJSC ""RusHydro""",2534005TJN9DX4YWVT97
WRI1061716,"PJSC ""RusHydro""",2534005TJN9DX4YWVT97
WRI1061696,"PJSC ""RusHydro""",2534005TJN9DX4YWVT97
WRI1061675,"PJSC ""RusHydro""",2534005TJN9DX4YWVT97
WRI1003720,"PJSC ""RusHydro""",2534005TJN9DX4YWVT97
WRI1061689,"PJSC ""RusHydro""",2534005TJN9DX4YWVT97
WRI1003734,"PJSC ""RusHydro""",2534005TJN9DX4YWVT97
WRI1061673,"PJSC ""RusHydro""",2534005TJN9DX4YWVT97
WRI1061669,"PJSC ""RusHydro""",2534005TJN9DX4YWVT97
WRI1061706,"PJSC ""RusHydro""",2534005TJN9DX4YWVT97
WRI1003759,"PJSC ""RusHydro""",2534005TJN9DX4YWVT97
WRI1003774,"PJSC ""RusHydro""",2534005TJN9DX4YWVT97
WRI1061709,"PJSC ""RusHydro""",2534005TJN9DX4YWVT97
WRI1061704,"PJSC ""RusHydro""",2534005TJN9DX4YWVT97
WRI1061705,"PJSC ""RusHydro""",2534005TJN9DX4YWVT97
WRI1061713,"PJSC ""RusHydro""",2534005TJN9DX4YWVT97
WRI1061668,"PJSC ""RusHydro""",2534005TJN9DX4YWVT97
WRI1003802,"PJSC ""RusHydro""",2534005TJN9DX4YWVT97
WRI1061694,"PJSC ""RusHydro""",2534005TJN9DX4YWVT97
WRI1003808,"PJSC ""Unipro""",253400DR5QSH8MEGZZ11
WRI1003814,"PJSC ""Unipro""",253400DR5QSH8MEGZZ11
WRI1003821,"PJSC ""Unipro""",253400DR5QSH8MEGZZ11
WRI1061708,"PJSC ""RusHydro""",2534005TJN9DX4YWVT97
WRI1061862,"Joint-stock company ""United Heat Power Company"" (""OTEK"")",213800NYDTVQM4SDUD67
WRI1061815,"PJSC ""Inter RAO""",253400PMFKF8Q8G1FA17
WRI1061712,"PJSC ""RusHydro""",2534005TJN9DX4YWVT97
WRI1061695,"PJSC ""RusHydro""",2534005TJN9DX4YWVT97
WRI1061667,"PJSC ""RusHydro""",2534005TJN9DX4YWVT97
WRI1061707,"PJSC ""RusHydro""",2534005TJN9DX4YWVT97
WRI1003853,"PJSC ""RusHydro""",2534005TJN9DX4YWVT97
WRI1003856,"PJSC ""RusHydro""",2534005TJN9DX4YWVT97
WRI1003859,"PJSC ""Unipro""",253400DR5QSH8MEGZZ11
WRI1003865,"PJSC ""RusHydro""",2534005TJN9DX4YWVT97
WRI1061902,"PJSC ""RusHydro""",2534005TJN9DX4YWVT97
WRI1061686,"PJSC ""RusHydro""",2534005TJN9DX4YWVT97
WRI1003869,"PJSC ""RusHydro""",2534005TJN9DX4YWVT97
WRI1003870,"PJSC ""RusHydro""",2534005TJN9DX4YWVT97
WRI1030638,Saudi Electricity Company (SEC),549300FXO4ZXUIAXGP41
WRI1030640,Saudi Electricity Company (SEC),549300FXO4ZXUIAXGP41
WRI1030642,Saudi Electricity Company (SEC),549300FXO4ZXUIAXGP41
WRI1030639,Saudi Electricity Company (SEC),549300FXO4ZXUIAXGP41
WRI1030644,Saudi Electricity Company (SEC),549300FXO4ZXUIAXGP41
WRI1030645,Saudi Electricity Company (SEC),549300FXO4ZXUIAXGP41
WRI1030646,Saudi Electricity Company (SEC),549300FXO4ZXUIAXGP41
WRI1030648,Saudi Electricity Company (SEC),549300FXO4ZXUIAXGP41
WRI1030649,Saudi Electricity Company (SEC),549300FXO4ZXUIAXGP41
WRI1030650,Saudi Electricity Company (SEC),549300FXO4ZXUIAXGP41
WRI1030651,Saudi Electricity Company (SEC),549300FXO4ZXUIAXGP41
WRI1030652,Saudi Electricity Company (SEC),549300FXO4ZXUIAXGP41
WRI1030653,Saudi Electricity Company (SEC),549300FXO4ZXUIAXGP41
WRI1030654,Saudi Electricity Company (SEC),549300FXO4ZXUIAXGP41
WRI1030655,Saudi Electricity Company (SEC),549300FXO4ZXUIAXGP41
WRI1030658,Saudi Electricity Company (SEC),549300FXO4ZXUIAXGP41
WRI1030660,Saudi Electricity Company (SEC),549300FXO4ZXUIAXGP41
WRI1030661,Saudi Electricity Company (SEC),549300FXO4ZXUIAXGP41
WRI1030662,Saudi Electricity Company (SEC),549300FXO4ZXUIAXGP41
WRI1030663,Saudi Electricity Company (SEC),549300FXO4ZXUIAXGP41
WRI1030728,King Abdullah Petroleum Studies and Research center,5493007CZT14JELBSW17
WRI1030672,Saudi Electricity Company (SEC),549300FXO4ZXUIAXGP41
WRI1030673,Saudi Electricity Company (SEC),549300FXO4ZXUIAXGP41
WRI1030674,Saudi Electricity Company (SEC),549300FXO4ZXUIAXGP41
WRI1030675,Saudi Electricity Company (SEC),549300FXO4ZXUIAXGP41
WRI1030677,Jubail Water and Power Company,5586004JL8DPCMAXNE10
WRI1030678,Saudi Electricity Company (SEC),549300FXO4ZXUIAXGP41
WRI1030691,Saudi Electricity Company (SEC),549300FXO4ZXUIAXGP41
WRI1030692,Saudi Electricity Company (SEC),549300FXO4ZXUIAXGP41
WRI1030695,Saudi Electricity Company (SEC),549300FXO4ZXUIAXGP41
WRI1030694,Saudi Electricity Company (SEC),549300FXO4ZXUIAXGP41
WRI1030697,Saudi Electricity Company (SEC),549300FXO4ZXUIAXGP41
WRI1030698,Rabigh Arabian Water and Electricity Company,21380085LYKMU2P9N870
WRI1030726,Saudi Electricity Company (SEC),549300FXO4ZXUIAXGP41
WRI1030699,Saudi Electricity Company (SEC),549300FXO4ZXUIAXGP41
WRI1030682,Saudi Electricity Company (SEC),549300FXO4ZXUIAXGP41
WRI1030684,Saudi Electricity Company (SEC),549300FXO4ZXUIAXGP41
WRI1030685,Saudi Electricity Company (SEC),549300FXO4ZXUIAXGP41
WRI1030686,Saudi Electricity Company (SEC),549300FXO4ZXUIAXGP41
WRI1030687,Saudi Electricity Company (SEC),549300FXO4ZXUIAXGP41
WRI1030688,Saudi Electricity Company (SEC),549300FXO4ZXUIAXGP41
WRI1030689,Saudi Electricity Company (SEC),549300FXO4ZXUIAXGP41
WRI1030690,Saudi Electricity Company (SEC),549300FXO4ZXUIAXGP41
WRI1030703,Saudi Electricity Company (SEC),549300FXO4ZXUIAXGP41
WRI1030705,Saudi Electricity Company (SEC),549300FXO4ZXUIAXGP41
WRI1030706,Saudi Electricity Company (SEC),549300FXO4ZXUIAXGP41
WRI1030707,Saudi Electricity Company (SEC),549300FXO4ZXUIAXGP41
WRI1030711,Saudi Electricity Company (SEC),549300FXO4ZXUIAXGP41
WRI1030712,Saudi Electricity Company (SEC),549300FXO4ZXUIAXGP41
WRI1030713,Saudi Electricity Company (SEC),549300FXO4ZXUIAXGP41
WRI1030714,Saudi Electricity Company (SEC),549300FXO4ZXUIAXGP41
WRI1030715,Saudi Electricity Company (SEC),549300FXO4ZXUIAXGP41
WRI1030716,Saudi Electricity Company (SEC),549300FXO4ZXUIAXGP41
WRI1030717,Saudi Electricity Company (SEC),549300FXO4ZXUIAXGP41
WRI1030718,Saudi Electricity Company (SEC),549300FXO4ZXUIAXGP41
WRI1030722,Saudi Electricity Company (SEC),549300FXO4ZXUIAXGP41
WRI1000115,Eskom,3789001900ED06F65111
WRI1000116,Eskom,3789001900ED06F65111
WRI1000117,Eskom,3789001900ED06F65111
WRI1026016,Bethlehem Hydro Proprietary Limited,98450061A1CWB2A26S70
WRI1000118,Eskom,3789001900ED06F65111
WRI1026039,Solar Capital De Aar 3,BJOT6DX9ML6BR3Z0O636
WRI1000120,Eskom,3789001900ED06F65111
WRI1000119,Eskom,3789001900ED06F65111
WRI1000121,Eskom,3789001900ED06F65111
WRI1061299,ACCIONA Energía (54.9%); Royal bafokeng Holdings (25.1%); Soul City (10%); Gouda Wind Energy Community Trust (10%),95980020140005893606
WRI1000122,Eskom,3789001900ED06F65111
WRI1000123,Eskom,3789001900ED06F65111
WRI1000124,Eskom,3789001900ED06F65111
WRI1026047,Abengoa Solar,5493003LNWFGBFHMZ423
WRI1000125,Eskom,3789001900ED06F65111
WRI1026048,Abengoa Solar,5493003LNWFGBFHMZ423
WRI1061278,Lekela POwer,254900ZBCC5IVXR3PF35
WRI1061279,Energie Baden Württemberg Kraftwerke AG (Germany) and Private entity G7 Renewable Energies (Pty) Ltd (South Africa),529900AIRTSVI9OYM912
WRI1000137,Eskom,3789001900ED06F65111
WRI1000126,Eskom,3789001900ED06F65111
WRI1000127,Eskom,3789001900ED06F65111
WRI1061281,Eskom,3789001900ED06F65111
WRI1000128,Eskom,3789001900ED06F65111
WRI1061282,Mainstream Renewable Power / Actis,635400LGRACISBVUXU44
WRI1000129,Eskom,3789001900ED06F65111
WRI1000130,Eskom,3789001900ED06F65111
WRI1000131,Eskom,3789001900ED06F65111
WRI1061302,Mainstream Renewable Power,635400LGRACISBVUXU44
WRI1026053,Electra Capital (Pty) Ltd,969500A7OW2TIVOWGC72
WRI1000132,Eskom,3789001900ED06F65111
WRI1000133,Eskom,3789001900ED06F65111
WRI1061292,Enel Green Power,549300VLR4TEG8VILM36
WRI1029885,GS Energy,9884005R2NDALUJVZ166
WRI1000134,Eskom,3789001900ED06F65111
WRI1061287,Solar Capital,BJOT6DX9ML6BR3Z0O636
WRI1061289,Eskom,3789001900ED06F65111
WRI1061290,Enel Green Power,549300VLR4TEG8VILM36
WRI1026059,Public Investment Corporation (PIC)  Government Employee Pension Fund (GEPF)  SOITEC,37890046434E20881347
WRI1000135,Eskom,3789001900ED06F65111
WRI1026060,Enel Green Power S.p.a,549300VLR4TEG8VILM36
WRI1000136,Eskom,3789001900ED06F65111
WRI1026062,Core Energy (Pty) Ltd,2138002IEUVB7G2NAM72
WRI1029853,Korea Water Resources Corporation,98840035IHSMZZ2TP220
WRI1029881,POSCO,988400B6ECL5BWA8KC19
WRI1029882,GS Energy,9884005R2NDALUJVZ166
WRI1029865,Korea Water Resources Corporation,98840035IHSMZZ2TP220
WRI1000192,Korea Midland Power (KOMIPO),988400Z1HCY1QUPS1W65
WRI1000191,Korea Midland Power (KOMIPO),988400Z1HCY1QUPS1W65
WRI1029862,Korea Midland Power (KOMPIO),988400Z1HCY1QUPS1W65
WRI1029884,GS Energy,9884005R2NDALUJVZ166
WRI1029842,GS Energy,9884005R2NDALUJVZ166
WRI1029843,Korea Midland Power (KOMIPO),988400Z1HCY1QUPS1W65
WRI1000190,Korea South East Power (KOSEP),988400L19KVH3DIO8255
WRI1000201,Korea Southern Power,9884001B6VSIQS4ZY558
WRI1029870,Korea Water Resources Corporation,98840035IHSMZZ2TP220
WRI1000207,Korea Southern Power,9884001B6VSIQS4ZY558
WRI1029849,Korea Western Power,988400RVE88N2VK8UE98
WRI1029875,Korea Water Resources Corporation,98840035IHSMZZ2TP220
WRI1029854,Korea Electric Power Company,988400QG33WS7JEIV602
WRI1029850,Korea Electric Power Company,988400QG33WS7JEIV602
WRI1029889,Marubeni Corporation,4P4N3ORD02UGQT1T1W12
WRI1029868,Korea Water Resources Corporation,98840035IHSMZZ2TP220
WRI1000208,Korea East West Power,549300VDRGYGX9NBTB52
WRI1029890,Korea Western Power Company,988400RVE88N2VK8UE98
WRI1075820,Korea East-West Power Co,549300VDRGYGX9NBTB52
WRI1029908,POSCO,988400B6ECL5BWA8KC19
WRI1029879,Korea Water Resources Corporation,98840035IHSMZZ2TP220
WRI1029876,Korea Water Resources Corporation,98840035IHSMZZ2TP220
WRI1023592,Eurus Energy Holdings,353800U6K4O6Q1JC8S13
WRI1029864,Korea Water Resources Corporation,98840035IHSMZZ2TP220
WRI1029874,Korea Water Resources Corporation,98840035IHSMZZ2TP220
WRI1000200,Korea Western Power,988400RVE88N2VK8UE98
WRI1029892,POSCO,988400B6ECL5BWA8KC19
WRI1029893,POSCO,988400B6ECL5BWA8KC19
WRI1000202,Korea Southern Power,9884001B6VSIQS4ZY558
WRI1029869,Korea Water Resources Corporation,98840035IHSMZZ2TP220
WRI1029847,Korea Electric Power Company,988400QG33WS7JEIV602
WRI1000210,Korea East West Power,549300VDRGYGX9NBTB52
WRI1000212,Korea East West Power,549300VDRGYGX9NBTB52
WRI1029851,Korea Electric Power Company,988400QG33WS7JEIV602
WRI1000195,Korea Midland Power (KOMIPO),988400Z1HCY1QUPS1W65
WRI1029877,Korea Water Resources Corporation,98840035IHSMZZ2TP220
WRI1000193,Korea Midland Power (KOMIPO),988400Z1HCY1QUPS1W65
WRI1029872,Korea Water Resources Corporation,98840035IHSMZZ2TP220
WRI1029895,Korea Midland Power Company,988400Z1HCY1QUPS1W65
WRI1029891,SK Holdings,254900M6BPF774C5QB77
WRI1029848,Korea Electric Power Company,988400QG33WS7JEIV602
WRI1029873,Korea Water Resources Corporation,98840035IHSMZZ2TP220
WRI1029897,SK Holdings,254900M6BPF774C5QB77
WRI1029901,POSCO,988400B6ECL5BWA8KC19
WRI1000197,Korea Western Power,988400RVE88N2VK8UE98
WRI1000198,Korea Western Power,988400RVE88N2VK8UE98
WRI1075821,Korea Southern Power,9884001B6VSIQS4ZY558
WRI1000186,Korea South East Power (KOSEP),988400L19KVH3DIO8255
WRI1029846,Korea Electric Power Company,988400QG33WS7JEIV602
WRI1029910,Korea Western Power Company,988400RVE88N2VK8UE98
WRI1029860,Korea Electric Power Company,988400QG33WS7JEIV602
WRI1029867,Korea Water Resources Corporation,98840035IHSMZZ2TP220
WRI1029866,Korea Water Resources Corporation,98840035IHSMZZ2TP220
WRI1029902,Korea Midland Power Company,988400Z1HCY1QUPS1W65
WRI1000194,Korea Midland Power (KOMIPO),988400Z1HCY1QUPS1W65
WRI1000199,Korea Western Power,988400RVE88N2VK8UE98
WRI1029871,Korea Water Resources Corporation,98840035IHSMZZ2TP220
WRI1075823,Korea Midland Power,988400Z1HCY1QUPS1W65
WRI1000204,Korea Southern Power,9884001B6VSIQS4ZY558
WRI1029923,Korea Water Resources Corporation,98840035IHSMZZ2TP220
WRI1029845,Korea Electric Power Company,988400QG33WS7JEIV602
WRI1029855,Korea Electric Power Company,988400QG33WS7JEIV602
WRI1029934,Korea Southern Power Company,9884001B6VSIQS4ZY558
WRI1000196,Korea Western Power,988400RVE88N2VK8UE98
WRI1000209,Korea East West Power,549300VDRGYGX9NBTB52
WRI1029856,Korea Electric Power Company,988400QG33WS7JEIV602
WRI1029852,Korea Electric Power Company,988400QG33WS7JEIV602
WRI1029878,Korea Water Resources Corporation,98840035IHSMZZ2TP220
WRI1000188,Korea South East Power (KOSEP),988400L19KVH3DIO8255
WRI1000187,Korea South East Power (KOSEP),988400L19KVH3DIO8255
WRI1000205,Korea Southern Power,9884001B6VSIQS4ZY558
WRI1022449,Korea Southern Power,9884001B6VSIQS4ZY558
WRI1000189,Korea South East Power (KOSEP),988400L19KVH3DIO8255
WRI1029911,Korea Hydro and Nuclear Power Company,9884008CRY5MLCN8OQ43
WRI1006159,GAS NATURAL FENOSA GENERACION  S.L.U.,549300ERWTUXMLTC3V20
WRI1006161,VALORITZACIONS AGRORAMADERES LES GARRIGUES  S.L.,959800H0LWD57V9MF827
WRI1006162,PARQUE EOLICO SIERRA DEL MADERO  S.A.,5493004YF2J7GZ3HL931
WRI1006170,GAS NATURAL FENOSA GENERACION  S.L.U.,549300ERWTUXMLTC3V20
WRI1006172,GAS Y ELECTRICIDAD GENERACION  S.A.U,549300CZ79HKU7MS1H16
WRI1006178,IBERDROLA GENERACION  S.A.,F6WVXETRO72NKWGJ5E23
WRI1006192,IBEREOLICA HEDROSO-ACIBEROS 2  S.L.U.,95980020140005898165
WRI1006193,PARQUE EOLICO SIERRA DEL MADERO  S.A.,5493004YF2J7GZ3HL931
WRI1006197,GAS NATURAL FENOSA GENERACION  S.L.U.,549300ERWTUXMLTC3V20
WRI1006203,IBERDROLA GENERACION  S.A.,F6WVXETRO72NKWGJ5E23
WRI1006207,UNION ELECTRICA DE CANARIAS GENERACION  S.A.U.,549300FXPTHE3G4PMB38
WRI1006212,ENDESA GENERACION S.A.,5493000GGZ378WK2X474
WRI1006213,ENDESA GENERACION S.A.,5493000GGZ378WK2X474
WRI1006214,ARIES SOLAR TERMOELECTRICA  S.L.,95980020140005667402
WRI1006215,DIOXIPE SOLAR  S.L.,95980020140005667596
WRI1006221,AZULIBER 1 S.L.,959800DUAQ7F6TRSL382
WRI1006222,IBERDROLA GENERACION  S.A.,F6WVXETRO72NKWGJ5E23
WRI1006226,IBERDROLA GENERACION  S.A.,F6WVXETRO72NKWGJ5E23
WRI1006228,ENDESA GENERACION S.A.,5493000GGZ378WK2X474
WRI1006229,ENDESA GENERACION S.A.,5493000GGZ378WK2X474
WRI1006230,UNION ELECTRICA DE CANARIAS GENERACION  S.A.U.,549300FXPTHE3G4PMB38
WRI1006246,GAS NATURAL FENOSA GENERACION  S.L.U.,549300ERWTUXMLTC3V20
WRI1006247,ENDESA GENERACION S.A.,5493000GGZ378WK2X474
WRI1006248,IBERDROLA RENOVABLES ENERGIA  S.A.,959800B120K3URHR6786
WRI1006249,ENDESA GENERACION S.A.,5493000GGZ378WK2X474
WRI1006265,BOIRO ENERGIA  S.A.,959800G5FH9DM42VGL61
WRI1006266,GAS NATURAL FENOSA GENERACION  S.L.U.,549300ERWTUXMLTC3V20
WRI1006267,GAS NATURAL FENOSA GENERACION  S.L.U.,549300ERWTUXMLTC3V20
WRI1006273,GAS NATURAL FENOSA GENERACION  S.L.U.,549300ERWTUXMLTC3V20
WRI1006274,GAS NATURAL FENOSA GENERACION  S.L.U.,549300ERWTUXMLTC3V20
WRI1006280,IBERDROLA GENERACION  S.A.,F6WVXETRO72NKWGJ5E23
WRI1006288,ENDESA GENERACION S.A.,5493000GGZ378WK2X474
WRI1006289,ENDESA GENERACION S.A.,5493000GGZ378WK2X474
WRI1006297,NAVARRO GENERACION  S.A.,959800P40M9ELGSJHN61
WRI1006302,UNION ELECTRICA DE CANARIAS GENERACION  S.A.U.,549300FXPTHE3G4PMB38
WRI1006306,ENDESA GENERACION S.A.,5493000GGZ378WK2X474
WRI1006308,GAS NATURAL FENOSA GENERACION  S.L.U.,549300ERWTUXMLTC3V20
WRI1006309,ENDESA GENERACION S.A.,5493000GGZ378WK2X474
WRI1006316,SERREZUELA SOLAR II  S.L.,959800EGC25CNQUDW348
WRI1006318,IBERDROLA GENERACION  S.A.,F6WVXETRO72NKWGJ5E23
WRI1006319,GAS NATURAL FENOSA GENERACION  S.L.U.,549300ERWTUXMLTC3V20
WRI1006320,GAS NATURAL FENOSA GENERACION  S.L.U.,549300ERWTUXMLTC3V20
WRI1006321,IBERDROLA GENERACION  S.A.,F6WVXETRO72NKWGJ5E23
WRI1006323,GAS NATURAL FENOSA GENERACION  S.L.U.,549300ERWTUXMLTC3V20
WRI1006324,IBERDROLA GENERACION  S.A.,F6WVXETRO72NKWGJ5E23
WRI1006332,IBERENOVA PROMOCIONES  S.A.  SOCIEDAD UNIPERSONAL,9598001T2R5JSBUZP185
WRI1006338,AFRICANA ENERGIA S.L.,959800NF7YXKVP4KM332
WRI1006339,IBERDROLA GENERACION  S.A.,F6WVXETRO72NKWGJ5E23
WRI1006343,ENDESA GENERACION S.A.,5493000GGZ378WK2X474
WRI1006342,ENDESA GENERACION S.A.,5493000GGZ378WK2X474
WRI1006357,ENDESA GENERACION S.A.,5493000GGZ378WK2X474
WRI1023631,ENDESA GENERACION S.A.,5493000GGZ378WK2X474
WRI1006358,IBERDROLA GENERACION  S.A.,F6WVXETRO72NKWGJ5E23
WRI1006359,IBERDROLA GENERACION NUCLEAR  S.A.U.,959800U4RS3X66Y21H08
WRI1006361,IBERDROLA GENERACION  S.A.,F6WVXETRO72NKWGJ5E23
WRI1006377,COGENERACION MOTRIL  S.A.,95980020140005544988
WRI1006378,INDUSTRIAS LACTEAS ASTURIANAS  S.A.,95980020140006031443
WRI1006381,REPSOL PETROLEO  S.A.,549300C4E7SC9ILCIW33
WRI1006393,ENDESA GENERACION S.A.,5493000GGZ378WK2X474
