,country_code,company,name,postcode,city,street,state,block,commissioned_original,commissioned,retrofit,shutdown,status,fuel,technology,type,eeg,chp,capacity,capacity_uba,chp_capacity_uba,merge_comment,efficiency_data,efficiency_estimate,efficiency_source,network_node,voltage,network_operator,name_uba,lat,lon,comment
BNA1055,DE,InfraServ GmbH & Co. Wiesbaden KG,Wi-Biebrich,65203,Wiesbaden,,Hessen,Block 2,2003 / 2006,2006.0,,,operating,biomass,ST,,yes,yes,6.7,,,,,0.38,,"Station 25,G347",10,InfraServ GmbH & Co. Wiesbaden KG,,50.040546,8.253248,
BNA1056,DE,InfraServ GmbH & Co. Wiesbaden KG,Wi-Biebrich,65203,Wiesbaden,,Hessen,Block 1,2003 / 2006,2006.0,,,operating,gas,ST,,no,yes,25.0,,,,,0.3916000000000004,,"Station 25,G347",10,InfraServ GmbH & Co. Wiesbaden KG,,50.040546,8.253248,
BNA1060,DE,E.ON Kraftwerke GmbH,Wilhelmshaven,26386,Wilhelmshaven,,Niedersachsen,GT,1973,1973.0,,,operating,oil,GT,,no,no,56.0,,,,,0.3097999999999992,,Rüstersiel,110,Avacon AG,,53.565819,8.146245,
BNA1061,DE,E.ON Kraftwerke GmbH,Wilhelmshaven,26386,Wilhelmshaven,,Niedersachsen,1,1976,1976.0,,,operating,coal,ST,,no,no,757.0,788.1,,List matching type: Single UBA power plant assigned to single BNetzA power plant,0.4,0.3650000000000002,http://www.bund-niedersachsen.de/themen/kohlekraftwerke/kraftwerks_plaene/wilhelmshaven/,Maade,220,TenneT TSO GmbH ,Wilhelmshaven (E.ON),53.565819,8.146245,
BNA1066,DE,RWE Innogy GmbH,Wintrich,54487,Wintrich,,Rheinland-Pfalz,,1965,1965.0,,,operating,run_of_river,ROR,,no,no,20.0,,,,,,,,20,Westnetz GmbH,,49.879784,6.948761999999999,
BNA1071,DE,Schluchseewerk Aktiengesellschaft,Witznau,79777,Witznau,Schwarzatalstr.5,Baden-Württemberg,Witznau,1943,1943.0,,,operating,pumped_storage,PSP,,no,no,220.0,240.0,,List matching type: Single UBA power plant assigned to single BNetzA power plant,,,,Tiengen / Gurtweil,110,Amprion/ Transnet BW,Witznau 1 bis 4,47.687909999999995,8.25159,
BNA1074,DE,envia THERM GmbH,Spitzenlastkraftwerk Wolfen,06766,Wolfen,,Sachsen-Anhalt,,1997,1997.0,,,operating,gas,ST,,no,no,40.0,,,,,0.3817000000000004,,UW Wolfen/Filmfabrik,110,Mitteldeutsche Netzgesellschaft Strom mbH,,51.643127,12.228892,
BNA1075a,DE,Volkswagen AG,HKW Nord,38436,Wolfsburg,,Niedersachsen,Generator A,2000,2000.0,2000.0,,operating,coal,ST,CHP,no,yes,61.5,70.0,,List matching type: UBA capacity distributed proportionally to multiple BNetzA power plants,,0.4249999999999998,,UW West,50,VW Kraftwerk GmbH,Wolfsburg Nord,51.25292,9.43796,
BNA1075b,DE,Volkswagen AG,HKW Nord,38436,Wolfsburg,,Niedersachsen,Generator B,2000,2000.0,2000.0,,operating,coal,ST,CHP,no,yes,61.5,70.0,,List matching type: UBA capacity distributed proportionally to multiple BNetzA power plants,,0.4249999999999998,,UW Ost,50,VW Kraftwerk GmbH,Wolfsburg Nord,52.432790000000004,10.78611,
BNA1076a,DE,Volkswagen AG,HKW West,38436,Wolfsburg,,Niedersachsen,Block 1,1985,1985.0,,,operating,coal,ST,CHP,no,yes,138.5,153.0,140.0,List matching type: Single UBA power plant assigned to single BNetzA power plant,,0.3875000000000002,,UW Wolfsburg,110,VW Kraftwerk GmbH,Wolfsburg West 1,51.25292,9.43796,
BNA1076b,DE,Volkswagen AG,HKW West,38436,Wolfsburg,,Niedersachsen,Block 2,1985,1985.0,,,operating,coal,ST,CHP,no,yes,138.5,153.0,140.0,List matching type: Single UBA power plant assigned to single BNetzA power plant,,0.3875000000000002,,UW Wolfsburg,110,VW Kraftwerk GmbH,Wolfsburg West 2,52.44223,10.76454,
BNA1078,DE,Palm Power GmbH & Co. KG,HKW Wörth,76744,Wörth,Am Oberwald 2,Rheinland-Pfalz,,2008,2008.0,,,operating,gas,ST,,no,yes,59.0,,,,,0.39380000000000015,,Übergabestation Palm Wörth,110,Pfalzwerke Netzgesellschaft mbH ,,49.069959999999995,8.30702,
BNA1082,DE,WSW Energie & Wasser AG,HKW Barmen,42275,Wuppertal,,Nordrhein-Westfalen,Block 1,2005,2005.0,,,operating,gas,CC,,no,yes,82.0,83.73239436619718,,List matching type: UBA capacity distributed proportionally to multiple BNetzA power plants,,0.5624999999999982,,,110,WSW Netz GmbH ,Wuppertal-Barmen 1 u. 2,51.268889,7.200278,
BNA1083,DE,WSW Energie & Wasser AG,Spitzenlastanlage Barmen,42275,Wuppertal,,Nordrhein-Westfalen,Block 2,2008,2008.0,,,operating,oil,CC,,no,no,60.0,61.267605633802816,,List matching type: UBA capacity distributed proportionally to multiple BNetzA power plants,,,,,110,WSW Netz GmbH ,Wuppertal-Barmen 1 u. 2,51.268889,7.200278,
BNA1084,DE,WSW Energie & Wasser AG,HKW Elberfeld ,42117,Wuppertal,,Nordrhein-Westfalen,Block 3,1989,1989.0,,,operating,coal,ST,CHP,no,yes,85.0,100.0,201.0,List matching type: Single UBA power plant assigned to single BNetzA power plant,,0.39749999999999996,,,110,WSW Netz GmbH ,Wuppertal-Elberfeld,51.24835,7.11874,
BNA1085,DE,Heizkraftwerk Würzburg GmbH,Heizkraftwerke an der Friedensbrücke,97080,Würzburg,Veitshöchheimer Str. 1,Bayern,TSIII,1971,1971.0,,,operating,gas,CC,CHP,no,yes,23.0,23.942622950819672,,List matching type: UBA capacity distributed proportionally to multiple BNetzA power plants,0.25,0.40949999999999775,,"UW HKW, 20 kV-Schaltanlage, Zelle J34",20,Mainfranken Netze GmbH,Würzburg GuD I/II,49.800041,9.923136,
BNA1086,DE,Heizkraftwerk Würzburg GmbH,Heizkraftwerke an der Friedensbrücke,97080,Würzburg,Veitshöchheimer Str. 1,Bayern,TSII,1993,1993.0,,,operating,gas,CC,CHP,no,yes,25.0,26.024590163934427,,List matching type: UBA capacity distributed proportionally to multiple BNetzA power plants,0.25,0.508499999999998,http://asue.de/sites/default/files/asue/termine_veranstaltungen/2010/fachveranstaltung2010/vortraege/11_vortrag_lewetz_hkw_wuerzburg.pdf,"UW HKW, 20 kV-Schaltanlage, Zelle J26",20,Mainfranken Netze GmbH,Würzburg GuD I/II,49.800041,9.923136,
BNA1087,DE,Heizkraftwerk Würzburg GmbH,Heizkraftwerke an der Friedensbrücke,97080,Würzburg,Veitshöchheimer Str. 1,Bayern,GTII,2009,2009.0,,,operating,gas,CC,CHP,no,yes,29.5,30.709016393442624,,List matching type: UBA capacity distributed proportionally to multiple BNetzA power plants,0.5,0.5804999999999989,http://asue.de/sites/default/files/asue/termine_veranstaltungen/2010/fachveranstaltung2010/vortraege/11_vortrag_lewetz_hkw_wuerzburg.pdf,"UW HKW, 110 kV-Schaltanlge, Zelle E8",110,Mainfranken Netze GmbH,Würzburg GuD I/II,49.800041,9.923136,
BNA1088,DE,Heizkraftwerk Würzburg GmbH,Heizkraftwerke an der Friedensbrücke,97080,Würzburg,Veitshöchheimer Str. 1,Bayern,GTI,2005,2005.0,,,operating,gas,CC,CHP,no,yes,44.5,46.32377049180328,,List matching type: UBA capacity distributed proportionally to multiple BNetzA power plants,0.5,0.5624999999999982,http://asue.de/sites/default/files/asue/termine_veranstaltungen/2010/fachveranstaltung2010/vortraege/11_vortrag_lewetz_hkw_wuerzburg.pdf,"UW HKW, 110 kV-Schaltanlage, Zelle E4",110,Mainfranken Netze GmbH,Würzburg GuD I/II,49.800041,9.923136,
BNA1089,DE,K+S AG,Zielitz,39326,Zielitz,,Sachsen-Anhalt,Zielitz,1996,1996.0,,,operating,gas,ST,,no,yes,52.0,,,,,0.38060000000000027,,Farsleber Str. 1,110,HSN Magdeburg GmbH,,52.29848,11.67963,
BNA1091,DE,GDF SUEZ Energie Deutschland AG,Zolling,85406,Zolling,Leininger Str. 1,Bayern,BMHKW,2003,2003.0,,,operating,biomass,ST,,yes,yes,10.0,,,,,0.38,,110-kV-Schaltfeld E05 / LS 173,110,Bayernwerk AG,,48.45534,11.8019,
BNA1092,DE,GDF SUEZ Energie Deutschland AG,Zolling,85406,Zolling,Leininger Str. 1,Bayern,GT1 & GT2,1976,1976.0,,,operating,oil,GT,,no,no,46.0,,,,,0.31759999999999966,,LS 184,110,Bayernwerk AG,,48.45534,11.8019,
BNA1093,DE,GDF SUEZ Energie Deutschland AG,Zolling,85406,Zolling,Leininger Str. 1,Bayern,Zolling Block 5,1986,1986.0,2011.0,,operating,coal,ST,CHP,no,yes,472.0,474.0,150.0,List matching type: Single UBA power plant assigned to single BNetzA power plant,,0.4524999999999997,,Feld 1 / LS 275,220,TenneT TSO GmbH ,Zolling-Leininger 5,48.455353,11.799456,
BNA1094,DE,Smurfit Kappa Zülpich Papier GmbH,Gaskraftwerk,53910,Zülpich,Bessenicher Weg,Nordrhein-Westfalen,GKW,1966,1966.0,,,operating,gas,ST,,no,yes,15.1,,,,,0.34760000000000035,,Viktor Rolf,20,Westnetz GmbH,,50.7055,6.65362,
BNA1097,DE,Smurfit Kappa Zülpich Papier GmbH,Kohlekraftwerk,53909,Zülpich,Bessenicher Weg,Nordrhein-Westfalen,K06,2010,2010.0,,,operating,lignite,ST,,no,yes,14.4,,,,,0.4239999999999995,,Viktor Rolf,20,Westnetz GmbH,,50.7055,6.65362,
BNA1098,DE,swb Erzeugung GmbH & Co. KG,Weserkraftwerk Bremen,28207,Bremen (Hastedt),,Bremen,WKB,2012,2012.0,,,operating,run_of_river,ROR,,yes,,9.9,,,,,,,,,Wesernetz Bremen GmbH,,53.061133999999996,8.864937,
BNA1102,DE,Lister- und Lennekraftwerke GmbH,Bigge,57439,Attendorn,,Nordrhein-Westfalen,,1965,1965.0,,,operating,reservoir,RES,,no,no,15.0,,,,,,,Biggekraftwerk,10,BIGGE ENERGIE GmbH & Co. KG,,51.093173,7.8627199999999995,
BNA1103,DE,UPM GmbH,UPM Augsburg,86153,Augsburg,Georg-Heindl-Strasse 4,Bayern,Dampfturbine 3,1966,1966.0,,,operating,gas,ST,,no,yes,29.0,,,,,0.34760000000000035,,,10,Netze Augsburg GmbH,,48.38008,10.90143,
BNA1104,DE,Stadtwerke Augsburg Energie GmbH,Heizkraftwerk,86152,Augsburg ,Franziskanergasse 9,Bayern,T2,1976,1976.0,,,operating,gas,ST,,no,yes,18.0,,,,,0.35860000000000003,,Station 316/318,10,Netze Augsburg GmbH,,48.37509,10.90277,
BNA1105,DE,Thüringer Energie AG,HKW Bad Salzungen,36433,Bad Salzungen,,Thüringen,HKW Bad Salzungen,1994,1994.0,,,operating,gas,ST,,no,yes,9.7,,,,,0.37840000000000007,,UW Bad Salzungen,20,TEN Thüringer Energienetze GmbH,,50.800266,10.220563,
BNA1108,DE,PD energy GmbH,PD energy GmbH,06749,Bitterfeld - Wolfen,Ostraße 1,Sachsen-Anhalt,,2010,2010.0,,,operating,waste,ST,,no,yes,9.9,,,,,0.33,,"Übergabestation EVIP/TRB-Anlage, Elektrolysestraße",20,Mitteldeutsche Netzgesellschaft Strom mbH,,51.62965,12.28922,
BNA1110,DE,Zweckverband Restmüllheizkraftwerk Böblingen,Restmüllheizkraftwerk Böblingen,71032,Böblingen,Musbergersträßle 11,Baden-Württemberg,Müllverbrennung,1999,1999.0,,,operating,waste,ST,,no,yes,9.5,,,,,0.33,,,10,Netze BW GmbH,,48.68552315,9.049525695,
BNA1114,DE,swb Entsorgung GmbH & Co. KG,MHKW,28219,Bremen,Oken 2,Bremen,MHKW,1969 / 2012,2012.0,,,operating,waste,ST,,no,yes,44.0,,,,,0.33,,,10,Wesernetz Bremen GmbH,,53.114562,8.818186,
BNA1115,DE,"Aktien-Gesellschaft der Dillinger Hüttenwerke, ROGESA Roheisengesellschaft Saar mbH und Zentralkokerei Saar GmbH, als Bruchteilsgemeinschaft",Gichtgaskraftwerk Dillingen,66763,Dillingen/Saar,Werkstraße 1,Saarland,,2010,2010.0,,,operating,other_non_renewable,ST,,no,yes,85.0,,,,,,,,35,Amprion GmbH,,49.35485,6.731489999999999,
BNA1116,DE,Bremerhavener Entsorgungsgesellschaft mbH,BEG,27570,Bremerhaven,Zur Hexenbrücke 16,Bremen,,1977,1977.0,,,operating,waste,ST,,no,yes,14.0,,,,,0.33,,MBA,20,Wesernetz Bremen GmbH,,53.547819999999994,8.61792,
BNA1117,DE,"Industriekraftwerk Breuberg GmbH /
Pirelli Deutschland GmbH",Industriekraftwerk Breuberg,64747,Breuberg,Höchster Str. 48-60,Hessen,,1999,1999.0,,,operating,gas,ST,,no,yes,11.4,,,,,0.38390000000000013,,UA Sandbach,20,e-netz Südhessen GmbH & Co. KG,,49.81082,9.01169,
BNA1118,DE,E.ON Kraftwerke GmbH,Dessau,86977,Burggen,Dessau,Bayern,Dessau,1967,1967.0,,,operating,run_of_river,ROR,,no,no,10.3,,,,,,,Schaltanlage vor Ort,,Bayernwerk AG,,47.739292,10.825702,
BNA1119,DE,Zweckverband Abfallverwertung Südostbayern,MHKW Burgkirchen,84508,Burgkirchen,Bruck 110,Bayern,,1994,1994.0,,,operating,waste,ST,,no,no,12.5,,,,,0.33,,DE00754884504B007225Z0285XXXXFFFF,6,InfraServ GmbH & Co. Gendorf KG,,48.18508,12.73606,
BNA1120,DE,RÜTGERS InfraTec GmbH,Energiezentrale,44579,Castrop-Rauxel,Kekulestraße 30,Nordrhein-Westfalen,Gasturbine,1991,1991.0,,,operating,gas,GT,,no,yes,10.2,,,,,0.35659999999999936,,5725,10,Westnetz GmbH,,51.57442,7.29794,
BNA1121,DE,RÜTGERS InfraTec GmbH,Energiezentrale,44579,Castrop-Rauxel,Kekulestraße 30,Nordrhein-Westfalen,Energiecenter,2005,2005.0,,,operating,gas,ST,,no,yes,0.9,,,,,0.3905000000000003,,,,Westnetz GmbH,,51.57442,7.29794,
BNA1125,DE,Merck KGaA,Heizkraftwerk,64293,Darmstadt ,Frankfurter Str. 250,Hessen,GT,1999,1999.0,,,operating,gas,GT,,no,yes,10.0,,,,,0.37739999999999974,,UA Nord,20,e-netz Südhessen GmbH & Co. KG,,49.8828183,8.628718585,
BNA1126,DE,EnBW Energie Baden-Württemberg AG,Dettingen,88451,Dettingen,,Baden-Württemberg,Dettingen,1927,1927.0,,,operating,run_of_river,ROR,,no,no,11.0,,,,,,,,,Netze BW GmbH,,48.527536,9.3488325,
BNA1127,DE,GHD Bayernwerk Natur GmbH & Co. KG,GHD,84130,Dingolfing,Landshuter Straße 56,Bayern,GT1,1998,1998.0,,,operating,gas,GT,,no,yes,6.7,,,,,0.3747999999999996,,-,20,Bayernwerk AG,,48.640307,12.463436,
BNA1128,DE,GHD Bayernwerk Natur GmbH & Co. KG,GHD,84130,Dingolfing,Landshuter Straße 56,Bayern,GT2,1998,1998.0,,,operating,gas,GT,,no,yes,6.7,,,,,0.3747999999999996,,-,20,Bayernwerk AG,,48.640307,12.463436,
BNA1129,DE,E.ON Kraftwerke GmbH,Dingolfing,84130,Dingolfing,Bayernwerkstraße 55,Bayern,Dingolfing,1957,1957.0,,,operating,run_of_river,ROR,,no,no,15.0,,,,,,,Schaltanlage vor Ort,,Bayernwerk AG,,48.63404,12.48369,
BNA1131,DE,Metsä Tissue GmbH Werk Düren,"MT, Düren",52349,Düren,Veldener Strasse 121 - 131,Nordrhein-Westfalen,,2011,2011.0,,,operating,gas,ST,,no,no,14.0,,,,,0.3971,,Keine Ausspeisung,10,Leitungspartner GmbH ,,50.77284,6.49003,
BNA1134,DE,E.ON Kraftwerke GmbH,Eitting,85462,Eitting,Am Moosrain 10,Bayern,Eitting,1925,1925.0,,,operating,run_of_river,ROR,,no,no,26.0,,,,,,,Schaltanlage vor Ort,,Bayernwerk AG / DB Energie GmbH,,48.358590500000005,11.882192100000001,
BNA1135,DE,RWE Innogy GmbH,Fankel,56821,Ellenz-Poltersdorf,,Rheinland-Pfalz,,1963,1963.0,,,operating,run_of_river,ROR,,no,no,16.4,,,,,,,,20,Westnetz GmbH,,50.123917999999996,7.225915,
BNA1136,DE,Rhein-Main-Donau AG,Ellgau,86679,Ellgau,,Bayern,,1952,1952.0,,,operating,run_of_river,ROR,,no,no,9.7,,,,,,,UW Ellgau,110,LEW Verteilnetz GmbH,,48.596746,10.8789,
BNA1137,DE,RWE Innogy GmbH,Enkirch,56850,Enkirch,,Rheinland-Pfalz,,1966,1966.0,,,operating,run_of_river,ROR,,no,no,18.4,,,,,,,,20,Westnetz GmbH,,49.97667,7.127777,
BNA1138,DE,Stadtwerke Erkrath GmbH,BHKW an Klinkerweg,40699,Erkrath,Klinkerweg 4,Nordrhein-Westfalen,"Module 1, 2 und 3",2000,2000.0,,,operating,gas,ST,,no,yes,10.2,,,,,0.38500000000000023,,Schaltanlage BHKW,MSP,Stadtwerke Erkrath GmbH,,51.21686,6.94733,
BNA1139,DE,EEW Energy from Waste Saarbrücken GmbH,TREA Breisgau,79427,Eschbach,Heitersheimer Straße 2,Baden-Württemberg,,2005,2005.0,,,operating,waste,ST,,no,yes,13.6,,,,,0.33,,"Eschbach, Heitersheimer Straße",20,bnNETZE GmbH,,47.890609999999995,7.61608,
BNA1140,DE,E.ON Kraftwerke GmbH,Altheim,84051,Essenbach,Kraftwerkstraße 22,Bayern,Altheim,1951,1951.0,,,operating,run_of_river,ROR,,no,no,17.8,,,,,,,Schaltanlage vor Ort,110,Bayernwerk AG,,51.536513,14.382898,
BNA1141,DE,Pfeifer & Langen Kommanditgesellschaft,P&L Werk Euskirchen,53879,Euskirchen,Bonner Strasse 2,Nordrhein-Westfalen,Kessel 4 / 6,1970 / 1981 / 2013,2013.0,,,operating,lignite,ST,,no,yes,14.5,,,,,0.4311999999999996,,,11,Westnetz GmbH,,50.65803,6.8101199999999995,
BNA1143,DE,RWE Innogy GmbH,Serrig,54450,Freudenburg,,Rheinland-Pfalz,,1985,1985.0,,,operating,run_of_river,ROR,,no,no,12.1,,,,,,,,20,Westnetz GmbH,,49.566953999999996,6.592347999999999,
BNA1144,DE,EEW Energy from Waste Göppingen GmbH,EEW Göppingen,73037,Göppingen,,Baden-Württemberg,Turb. Neu,2009,2009.0,,,operating,waste,ST,,no,yes,11.0,,,,,0.33,,10AHA,30,Netze BW GmbH,,48.682320000000004,9.67126,
BNA1148,DE,MHB Hamm Betriebsführungsgesellschaft mbH,MVA Hamm,59075,Hamm,Am Lausbach 2,Nordrhein-Westfalen,,1985,1985.0,,,operating,waste,ST,,no,yes,14.6,,,,,0.33,,UW Bockum-Hövel,,Westnetz GmbH,,51.68039,7.744219999999999,
BNA1151,DE,RWE Energiedienstleistungen GmbH,KWKK Heidelberg,69120,Heidelberg,Neuenheimer Feld 530,Baden-Württemberg,,2002,2002.0,,,operating,gas,ST,,no,yes,13.5,,,,,0.3872,,DE000277691200000000000021A129569,20,Stadtwerke Heidelberg Netze GmbH,,49.42158,8.672839999999999,
BNA1152,DE,RWE Innogy GmbH,Schwammenauel,52396,Heimbach,,Nordrhein-Westfalen,,1938,1938.0,,,operating,run_of_river,ROR,,no,no,14.0,,,,,,,,20,Westnetz GmbH,,50.628507,6.479111,
BNA1153,DE,RWE Innogy GmbH,Heimbach,52396,Heimbach,,Nordrhein-Westfalen,,1905,1905.0,,,operating,run_of_river,ROR,,no,no,16.0,,,,,,,,20,Westnetz GmbH,,50.628568,6.451776000000001,
BNA1154,DE,AGR Abfallentsorgungsgesellschaft Ruhrgebiet mbH,RZR Herten I,45699,Herten,Im Emscherbruch 11,Nordrhein-Westfalen,RZR I,1982,1982.0,,,operating,waste,ST,,no,yes,12.5,,,,,0.33,,,10,Hertener Stadtwerke GmbH ,,51.55728,7.164060000000001,
BNA1155,DE,AGR Abfallentsorgungsgesellschaft Ruhrgebiet mbH,RZR Herten II,45699,Herten,Im Emscherbruch 11,Nordrhein-Westfalen,RZR II,2009,2009.0,,,operating,waste,ST,,no,no,17.1,,,,,0.33,,,10,Hertener Stadtwerke GmbH ,,51.55728,7.164060000000001,
BNA1157,DE,Mittlere Donau Kraftwerke AG,Höchstädt,89420,Höchstädt,,Bayern,,1982,1982.0,,,operating,run_of_river,ROR,,no,no,10.0,,,,,,,KW Höchstädt,20,LEW Verteilnetz GmbH,,48.603156,10.582724,
BNA1160,DE,Donau-Wasserkraft AG,Ingolstadt,85049,Ingolstadt,,Bayern,entfällt,1971,1971.0,,,operating,run_of_river,ROR,,no,no,19.8,,,,,,,loco Kraftwerk,20,DB Energie GmbH,,48.750316999999995,11.412153,
BNA1161,DE,Zweckverband Müllverwertungsanlage Ingolstadt (MVA Ingolstadt),MVA Ingolstadt,85055,Ingolstadt,Am Mailinger Bach 141,Bayern,Müllheizkraftwerk (MHKW),1984,1984.0,,,operating,waste,ST,,no,yes,25.5,,,,,0.33,,"Ingolstadt, Am Mailinger Bach 141, Schalthaus Müllverwertungsanlage;
DE000314850550000102762000000S013",20,Stadtwerke Ingolstadt Netze GmbH,,48.7645,11.49185,
BNA1164,DE,Pfeifer & Langen Kommanditgesellschaft,P&L Werk Jülich,52428,Jülich,Dürenerstr. 20,Nordrhein-Westfalen,Kessel 5,2004,2004.0,,,operating,lignite,ST,,no,yes,24.6,,,,,0.4095999999999993,,,10,Stadtwerke Jülich GmbH,,50.91517,6.36935,
BNA1165,DE,Pfeifer & Langen Kommanditgesellschaft,P&L Werk Appeldorn,47546,Kalkar,Reeser Str 280-300,Nordrhein-Westfalen,Lentjes-Kessel,2004,2004.0,,,operating,gas,ST,,no,yes,11.4,,,,,0.3894000000000002,,,10,Westnetz GmbH,,51.72967,6.35865,
BNA1166,DE,Kreis Weseler Abfallgesellschaft mbH & Co. KG (KWA),Abfallentsorgungszentrum Asdonkshof,47475,Kamp-Lintfort,Graftstr. 25,Nordrhein-Westfalen,Notstromdiesel,1997,1997.0,,,operating,oil,ST,,no,no,4.8,,,,,0.3817000000000004,,"UA Graft, Zählpunkt DE-000181-50259-Z0000000000000000429",110,Westnetz GmbH,,51.522420000000004,6.574669999999999,
BNA1167,DE,Kreis Weseler Abfallgesellschaft mbH & Co. KG (KWA),Abfallentsorgungszentrum Asdonkshof,47475,Kamp-Lintfort,Graftstr. 25,Nordrhein-Westfalen,MVA,1997,1997.0,,,operating,waste,ST,,no,yes,16.0,,,,,0.33,,"UA Graft, Zählpunkt DE-000181-50259-Z0000000000000000429",110,Westnetz GmbH,,51.522420000000004,6.574669999999999,
BNA1168,DE,Müllheizkraftwerk Kassel GmbH,Müllheizkraftwerk,34123,Kassel,,Hessen,,1985,1985.0,,,operating,waste,ST,,no,yes,14.7,,,,,0.33,,DE0003323412300000000009942006855,60,Städtische Werke Netz + Service GmbH,,51.2976283,9.52410538,
BNA1169,DE,E.ON Kraftwerke GmbH,Kaufering,86916,Kaufering,Lechfeldwiesen,Bayern,Kaufering,1975,1975.0,,,operating,run_of_river,ROR,,no,no,16.7,,,,,,,Schaltanlage vor Ort,,Bayernwerk AG,,48.084026,10.864936,
BNA1175,DE,EnBW Energie Baden-Württemberg AG,Unteropfingen,88457,Kirchdorf,Kraftwerkstraße 4,Baden-Württemberg,Unteropfingen,1,,,,operating,run_of_river,ROR,,no,no,14.2,,,,,,,,,Netze BW GmbH,,48.0612649,10.1284379,
BNA1181,DE,RWE Innogy GmbH,Koblenz,56073,Koblenz,,Rheinland-Pfalz,,1951,1951.0,,,operating,run_of_river,ROR,,no,no,16.0,,,,,,,,,KEVAG Verteilnetz GmbH,,50.365854999999996,7.58171,
BNA1182,DE,RheinEnergie AG,HKW Merkenich,50769,Köln,,Nordrhein-Westfalen,Block 4,1965,1965.0,,,operating,gas,ST,,no,yes,15.5,17.58259911894273,,List matching type: UBA capacity distributed proportionally to multiple BNetzA power plants,0.53,0.34650000000000025,http://www.rheinenergie.com/media/portale/downloads_4/rheinenergie_1/broschueren_1/Vereinfachte_Umwelterklaerung_der_Standorte_Koeln-Merkenich_und_Koeln-Niehl_2011.pdf,UW Merkenich,25,Rheinische NETZ Gesellschaft mbH ,Köln-Merkenich 4+6,51.017899,6.964045,
BNA1183,DE,RheinEnergie AG,HKW Merheim,51109,Köln,,Nordrhein-Westfalen,GuD,2001,2001.0,,,operating,gas,CC,,no,yes,15.8,,,,,0.5444999999999993,,UW Merheim,25,Rheinische NETZ Gesellschaft mbH ,,50.94308239,7.085239192,
BNA1184,DE,AVG Köln mbH,RMVA Köln,50735,Köln,Geestemünder Str. 23,Nordrhein-Westfalen,RMVA Köln,1997,1997.0,,,operating,waste,ST,,no,yes,45.1,,,,,0.33,,UW Merkenich,110,Rheinische NETZ Gesellschaft mbH ,,51.0003,6.94358,
BNA1185,DE,Pfeifer & Langen Kommanditgesellschaft,P&L Werk Könnern,06420,Könnern,An den Sieben Stücken,Sachsen-Anhalt,Kessel 1 und 2,1993,1993.0,,,operating,lignite,ST,,no,yes,20.3,,,,,0.38319999999999954,,JK Ø 3,20,Mitteldeutsche Netzgesellschaft Strom mbH,,51.69784,11.7581,
BNA1186a,DE,EGK Entsorgungsgesellschaft Krefeld GmbH & Co.KG,MKVA Krefeld,47829,Krefeld,Parkstr. 234,Nordrhein-Westfalen,Turbine 3,1982,1982.0,,,operating,waste,ST,,no,yes,13.5,,,,,0.33,,,,SWK NETZE GmbH ,,51.38038,6.63732,
BNA1186b,DE,EGK Entsorgungsgesellschaft Krefeld GmbH & Co.KG,MKVA Krefeld,47829,Krefeld,Parkstr. 234,Nordrhein-Westfalen,Turbine 4,2001,2001.0,,,operating,waste,ST,,no,no,13.8,,,,,0.33,,,,SWK NETZE GmbH ,,51.38038,6.63732,
BNA1186c,DE,EGK Entsorgungsgesellschaft Krefeld GmbH & Co.KG,MKVA Krefeld,47829,Krefeld,Parkstr. 234,Nordrhein-Westfalen,Turbine 2,1976,1976.0,,,operating,waste,ST,,no,yes,1.5,,,,,0.33,,,,SWK NETZE GmbH ,,51.38038,6.63732,
BNA1186d,DE,EGK Entsorgungsgesellschaft Krefeld GmbH & Co.KG,MKVA Krefeld,47829,Krefeld,Parkstr. 234,Nordrhein-Westfalen,Turbine 5,1997,1997.0,,,operating,waste,ST,,no,yes,2.8,,,,,0.33,,,,SWK NETZE GmbH ,,51.38038,6.63732,
BNA1186e,DE,EGK Entsorgungsgesellschaft Krefeld GmbH & Co.KG,MKVA Krefeld,47829,Krefeld,Parkstr. 234,Nordrhein-Westfalen,Turbine 1,1976,1976.0,,,operating,waste,ST,,no,yes,1.5,,,,,0.33,,,,SWK NETZE GmbH ,,51.38038,6.63732,
BNA1187,DE,Pfeifer & Langen Kommanditgesellschaft,P&L Werk Lage,32791,Lage,Heidensche Str. 70,Nordrhein-Westfalen,Kessel 1/2/3,1980,1980.0,,,operating,gas,ST,,no,yes,10.2,,,,,0.363,,,10,Westfalen Weser Netz GmbH,,51.98614,8.807319999999999,
BNA1189,DE,Obere Donau Kraftwerke AG,Faimingen,89415,Lauingen,,Bayern,entfällt,1965,1965.0,,,operating,run_of_river,ROR,,no,,10.1,,,,,,,loco Kraftwerk,20,Netze BW GmbH,,48.558394,10.411764,
BNA1190,DE,Thermische Abfallbehandlung Lauta GmbH & Co. oHG,Thermische Abfallbehandlung Lauta GmbH & Co. oHG,02991,Lauta,"Industrie- und Gewerbegebiet Lauta, 
Straße B Nr. 5",Sachsen,,2004,2004.0,,,operating,waste,ST,,no,yes,15.7,,,,,0.33,,110-kV-Schaltfeld 15 Umspannwerk Lauta,110,Mitteldeutsche Netzgesellschaft Strom mbH,,51.45071,14.11215,
