eic_p,eic_g,type_g,cyear,Generation,cf,time_coverage,co2emitted
11WD4DAXLA-S---T,11WD4RDK71C7---G,"Fossil Hard coal",2018,1551000,0.351,1.000,1.38445e+09
11WD4DAXLA-S---T,11WD4RDK81C8---3,"Fossil Hard coal",2018,3086663,0.418,1.000,2.44211e+09
16WREGUA-------O,16WREGUA1------8,"Hydro Run-of-river and poundage",2018,249798,0.475,1.000,0
16WREGUA-------O,16WREGUA2------0,"Hydro Run-of-river and poundage",2018,206956,0.394,1.000,0
16WREGUA-------O,16WREGUA3------T,"Hydro Run-of-river and poundage",2018,125429,0.239,1.000,0
14W-DRP-KW-----M,14W-DRP-TU-----1,"Hydro Pumped Storage",2018,420402,0.112,1.000,0
17W100P100P02780,17W100P100P0076C,"Hydro Pumped Storage",2018,160145,0.091,0.997,0
17W100P100P02780,17W100P100P0077A,"Hydro Pumped Storage",2018,89866,0.054,0.941,0
17W100P100P02780,17W100P100P00788,"Hydro Pumped Storage",2018,74751,0.071,0.593,0
17W100P100P02780,17W100P100P00796,"Hydro Pumped Storage",2018,192849,0.109,0.998,0
11WD4IFFE5G----Z,11WD4IFFE5H----T,"Hydro Run-of-river and poundage",2018,693005,0.542,1.000,0
47W000000000161P,47W000000000212Y,"Fossil Gas",2018,3249,0.008,0.863,
47W000000000161P,47W000000000213W,"Fossil Gas",2018,1954,0.005,0.863,
16WRIBATE------E,16WRIBATE1-----0,"Fossil Gas",2018,648888,0.189,1.000,2.42684e+08
16WRIBATE------E,16WRIBATE2-----U,"Fossil Gas",2018,1071900,0.312,1.000,4.00891e+08
16WRIBATE------E,16WRIBATE3-----N,"Fossil Gas",2018,639867,0.186,1.000,2.3931e+08
18WDUER-12345-0N,18WRIC21-1234-AZ,"Hydro Water Reservoir",2018,315640,0.236,1.000,0
49W0000000001128,49W0000000001136,"Fossil Gas",2018,2167467,0.313,1.000,8.81726e+08
46WPU00000000105,46WGU0000000142V,Nuclear,2018,3306540,0.860,1.000,0
46WPU00000000105,46WGU0000000143T,Nuclear,2018,3251477,0.846,1.000,0
46WPU00000000113,46WGU0000000144R,Nuclear,2018,3319215,0.875,1.000,0
46WPU00000000113,46WGU0000000145P,Nuclear,2018,3431407,0.907,1.000,0
46WPU00000000121,46WGU0000000146N,Nuclear,2018,4108168,0.883,1.000,0
46WPU00000000121,46WGU0000000147L,Nuclear,2018,4066186,0.874,1.000,0
46WPU0000000014Y,46WGU0000000148J,Nuclear,2018,4398491,1.071,1.000,0
46WPU0000000014Y,46WGU0000000149H,Nuclear,2018,4334229,1.055,1.000,0
22WRINGVA000209C,22WRINGVA150209C,"Fossil Gas",2018,1897904,0.595,0.997,7.33438e+08
46WPU0000000026R,46WGU00000000208,"Hydro Water Reservoir",2018,481604,0.172,1.000,0
48WSTN0000RMPNON,48W00000RMPNO-17,"Wind Offshore",2018,379569,0.512,0.423,0
48WSTN0000RMPNON,48W00000RMPNO-25,"Wind Offshore",2018,375515,0.566,0.379,0
18WROB1-12345-0L,18WROB1-12345-DW,"Fossil Hard coal",2018,0,0.000,1.000,0
18WROB2-12345-0B,18WROB2-12345-DM,"Fossil Hard coal",2018,830764,0.267,1.000,8.34691e+08
49W0000000001047,49W000000000037X,"Fossil Gas",2018,526473,0.273,1.000,2.32793e+08
48WSTN00000ROCKK,48W000000ROCK-16,"Fossil Gas",2018,1265331,0.503,0.346,4.90757e+08
22WRODENH000213L,22WRODENH150213L,Biomass,2018,1488593,0.636,0.997,1.67811e+09
11WD43VIWXHOILLM,11WD43ROW2H----I,"Hydro Pumped Storage",2018,231792,0.090,1.000,0
45W000000000019L,45W000000000044M,"Wind Offshore",2018,498508,0.344,1.000,0
45W000000000021Y,45W000000000045K,"Wind Offshore",2018,734326,0.405,1.000,0
14W-TZR-KW-----I,14W-TZR-TU-----Y,"Hydro Pumped Storage",2018,427906,0.211,1.000,0
48WSTN00000RREWF,48W000000RREW-14,"Wind Offshore",2018,207441,0.385,0.684,0
48WSTN00000RRWWZ,48W000000RRWW-1P,"Wind Offshore",2018,236889,0.441,0.681,0
11WD7BEEC5XRUKWN,11WD7BEEC5XRUH4E,"Fossil Coal-derived gas",2018,889551,0.628,0.981,
46WPU0000000062N,46WGU0000000001C,"Fossil Gas",2018,408319,0.186,1.000,1.67398e+08
19W0000000001713,19W0000000001721,"Fossil Hard coal",2018,191001,0.097,0.994,1.80687e+08
19W0000000001713,19W000000000174Y,"Fossil Hard coal",2018,191258,0.098,0.995,1.8093e+08
19W0000000001713,19W000000000175W,"Fossil Hard coal",2018,929110,0.474,0.995,8.78938e+08
19W0000000001713,19W000000000176U,"Fossil Hard coal",2018,863438,0.440,0.995,8.16812e+08
19W0000000001713,19W000000000177S,"Fossil Hard coal",2018,604273,0.323,0.995,5.41556e+08
19W0000000001713,19W000000000178Q,"Fossil Hard coal",2018,817907,0.417,0.995,7.33017e+08
19W0000000001713,19W000000000179O,"Fossil Hard coal",2018,848537,0.433,0.995,7.60468e+08
19W0000000001713,19W0000000001802,"Fossil Hard coal",2018,950318,0.485,0.995,8.51685e+08
48WSTN0000RYHPSI,48W00000RYHPS-1J,"Fossil Gas",2018,315412,0.332,0.152,1.29672e+08
18WSIL-123456-0G,18WEST21-12345-C,"Hydro Water Reservoir",2018,286727,0.177,1.000,0
18WSROQ1-1234-06,18WSROQ1-1234-CJ,"Fossil Gas",2018,1329609,0.389,1.000,5.05753e+08
18WSROQ2-1234-0Y,18WSROQ2-1234-CA,"Fossil Gas",2018,264609,0.075,1.000,1.00651e+08
11WD4SWSW5HD7--F,11WD4SAEK2HD7--Y,"Hydro Pumped Storage",2018,182876,0.116,1.000,0
18WSAGU1-123--0J,18WSAGU1-1234-CC,"Fossil Gas",2018,812585,0.226,1.000,3.03365e+08
18WSAGU2-123--0A,18WSAGU2-1234-C3,"Fossil Gas",2018,1197954,0.332,1.000,4.47236e+08
18WSAGU3-123--01,18WSAGU3-1234-CV,"Fossil Gas",2018,620290,0.172,1.000,2.31575e+08
22WSAINT-000221B,22WSAINT-150221B,"Fossil Gas",2018,1388571,0.454,0.997,5.36608e+08
17W100P100P03299,17W100P100P0166B,"Hydro Run-of-river and poundage",2018,134493,0.126,0.998,0
15WSAJSZOGED-PP4,15WSAJOSZG---GTD,"Fossil Oil",2018,1414,0.001,1.000,1.15881e+06
16WSALAM2------Z,16WSALAMG3-----6,"Hydro Pumped Storage",2018,341518,0.177,1.000,0
18WSLTG-12345-0T,18WSLT1-12345-F1,"Hydro Pumped Storage",2018,18122,0.019,1.000,0
18WSLTG-12345-0T,18WSLT2-12345-FS,"Hydro Pumped Storage",2018,4940,0.005,1.000,0
18WSLTG-12345-0T,18WSLT3-12345-FI,"Hydro Pumped Storage",2018,5396,0.006,1.000,0
18WSLTG-12345-0T,18WSLT4-12345-F8,"Hydro Pumped Storage",2018,20569,0.021,1.000,0
44W-T-YT-000008C,44W-T-YT-100010I,"Fossil Hard coal",2018,844266,0.622,1.000,8.62993e+08
18WSTC4-12345-0I,18WSTC4-12345-CV,"Fossil Gas",2018,4477,0.001,1.000,1.7357e+06
18WDUER-12345-0N,18WSA21-12345-AX,"Hydro Water Reservoir",2018,140342,0.118,1.000,0
18WDUER-12345-0N,18WSA22-12345-AN,"Hydro Water Reservoir",2018,140342,0.118,1.000,0
18WSBO3-12345-01,18WSBO3-12345-CE,"Fossil Gas",2018,81355,0.024,1.000,3.15407e+07
48WSTN00000SCCLO,48W000000SCCL-1U,"Fossil Gas",2018,1529523,0.830,0.526,5.82238e+08
48WSTN00000SCCLO,48W000000SCCL-2S,"Fossil Gas",2018,1827964,0.840,0.621,6.95845e+08
48WSTN00000SCCLO,48W000000SCCL-3Q,"Fossil Gas",2018,1866234,0.828,0.643,7.10413e+08
22WSCHELD0002261,22WSCHELD1502261,"Fossil Gas",2018,806619,0.660,0.997,4.7674e+08
11WD8SCHK1L----O,11WD8SCHK1L---A2,"Fossil Brown coal/Lignite",2018,2685417,0.681,1.000,3.46159e+09
11WD8SCHK1L----O,11WD8SCHK1L---B0,"Fossil Brown coal/Lignite",2018,2219719,0.563,1.000,2.86129e+09
11WD7SCHO-S--KWW,11WD7SCHO1S--B-0,"Fossil Hard coal",2018,1589086,0.526,1.000,2.21277e+09
11WD7SCHO-S--KWW,11WD7SCHO2S--C-R,"Fossil Hard coal",2018,1524064,0.504,1.000,2.12223e+09
48WSTN00000SEAB5,48W000000SEAB-1V,"Fossil Gas",2018,1791543,0.645,0.380,6.81981e+08
48WSTN00000SEAB5,48W000000SEAB-2T,"Fossil Gas",2018,818295,0.634,0.349,3.11498e+08
47W000000000157G,47W000000000177A,"Fossil Gas",2018,557993,0.889,0.863,
47W000000000157G,47W0000000001788,"Fossil Gas",2018,559465,0.892,0.863,
44W-T-YT-000009A,44W-T-YT-100011G,"Fossil Peat",2018,725211,0.690,1.000,
46WPU0000000033U,46WGU0000000034Y,"Hydro Water Reservoir",2018,818428,0.415,1.000,0
29WYISSFIKIAS--8,29WGU-YISSFIKIAE,"Hydro Pumped Storage",2018,233194,0.085,0.997,0
48WSTN00000SHBAT,48W000000SHBA-1C,"Fossil Gas",2018,1517998,0.522,0.410,6.50083e+08
48WSTN0000SHBABF,48W000000SHBA-2A,"Fossil Gas",2018,1234680,0.593,0.410,5.28752e+08
48WSTN00000SHOSS,48W000000SHOS-1N,"Fossil Gas",2018,877193,0.764,0.312,3.60632e+08
48WSTN0000SHRSW3,48W00000SHRSO-1Y,"Wind Onshore",2018,449540,0.465,0.703,0
48WSTN0000SHRSW3,48W00000SHRSO-2W,"Wind Onshore",2018,453362,0.466,0.708,0
19W0000000002191,19W000000000221E,"Fossil Hard coal",2018,676810,0.737,0.989,8.53683e+08
19W0000000002191,19W000000000223A,"Fossil Hard coal",2018,412755,0.381,0.989,5.20622e+08
19W0000000002191,19W0000000002256,"Fossil Hard coal",2018,588550,0.649,0.987,7.42358e+08
19W0000000002191,19W0000000002272,"Fossil Hard coal",2018,421705,0.464,0.989,5.31911e+08
19W0000000002361,19W0000000001810,"Fossil Hard coal",2018,602792,0.452,0.995,6.62216e+08
19W0000000002361,19W000000000182Z,"Fossil Hard coal",2018,476550,0.358,0.995,5.23529e+08
19W0000000002361,19W000000000183X,"Fossil Hard coal",2018,106412,0.099,0.995,1.34221e+08
19W0000000002361,19W000000000184V,"Fossil Hard coal",2018,149975,0.134,0.995,1.89168e+08
45W000000000112V,45W000000000099Y,"Fossil Gas",2018,273492,0.289,1.000,1.05795e+08
14W-PROD-SIM---P,14W-GEN-SIM1---Z,"Fossil Gas",2018,1830108,0.252,1.000,6.7592e+08
14W-PROD-SIM---P,14W-GEN-SIM3---P,"Fossil Gas",2018,934753,0.254,1.000,4.90598e+08
16WSINES1------G,16WSINES1------G,"Fossil Hard coal",2018,2041730,0.790,1.000,1.84153e+09
16WSINES1------G,16WSINES2------8,"Fossil Hard coal",2018,2086344,0.807,1.000,1.88177e+09
16WSINES1------G,16WSINES3------0,"Fossil Hard coal",2018,1895107,0.733,1.000,1.70928e+09
16WSINES1------G,16WSINES4------T,"Fossil Hard coal",2018,2076584,0.804,1.000,1.87297e+09
17W100P100P02942,17W100P100P0080L,"Hydro Water Reservoir",2018,348169,0.321,0.998,0
17W100P100P02942,17W100P100P0081J,"Hydro Water Reservoir",2018,443965,0.403,0.998,0
48WSTN00000SIZBP,48W000000SIZB-1U,Nuclear,2018,3528756,0.894,0.683,0
48WSTN00000SIZBP,48W000000SIZB-2S,Nuclear,2018,3375742,0.904,0.646,0
45W0000000000110,45W000000000031V,"Fossil Gas",2018,95945,0.028,1.000,6.34537e+07
19W000000000186R,19W000000000187P,"Fossil Hard coal",2018,211910,0.221,0.995,2.48855e+08
19W000000000186R,19W000000000191Y,"Fossil Hard coal",2018,502920,0.525,0.995,5.90602e+08
19W000000000186R,19W000000000192W,"Fossil Hard coal",2018,505470,0.527,0.995,5.93596e+08
49W000000000117Z,49W0000000000423,"Fossil Gas",2018,1356378,0.501,0.715,5.10902e+08
49W0000000000512,49W0000000000415,"Fossil Gas",2018,1106642,0.409,0.715,4.16835e+08
48WSTN00000SLOY0,48W000000SLOY-1C,"Hydro Run-of-river and poundage",2018,40294,0.451,0.255,0
48WSTN00000SLOY0,48W000000SLOY-2A,"Hydro Run-of-river and poundage",2018,12635,0.320,0.113,0
48WSTN00000SLOY0,48W000000SLOY-38,"Hydro Run-of-river and poundage",2018,24076,0.508,0.135,0
48WSTN00000SLOY0,48W000000SLOY-46,"Hydro Run-of-river and poundage",2018,31169,0.421,0.256,0
19W0000000002515,19W000000000264X,"Hydro Pumped Storage",2018,43252,0.073,0.995,0
19W0000000002515,19W000000000265V,"Hydro Pumped Storage",2018,35519,0.060,0.995,0
19W0000000002515,19W000000000266T,"Hydro Pumped Storage",2018,8930,0.033,0.995,0
19W0000000002515,19W000000000267R,"Hydro Pumped Storage",2018,8491,0.031,0.995,0
18WSRI5-123456-L,18WSRI5-12345--5,"Fossil Gas",2018,14624,0.004,1.000,5.56264e+06
18WSRI3-12345-0N,18WSRI3-12345-DY,"Fossil Hard coal",2018,991754,0.327,1.000,8.88719e+08
18WSIL-123456-0G,18WSOU1-12345-A1,"Hydro Water Reservoir",2018,94011,0.081,1.000,0
17W100P100P0334G,17W100P100P0171I,"Fossil Gas",2018,824224,0.258,0.837,3.03734e+08
48WSTN00000SPLNF,48W000000SPLN-1A,"Fossil Gas",2018,2242048,0.668,0.424,8.86299e+08
18W18WSRI4--123V,18WSRI4-123456-V,"Fossil Gas",2018,584414,0.157,1.000,2.22298e+08
17W100P100P0227H,17W100P100P0145J,Nuclear,2018,7967946,0.683,0.998,0
17W100P100P0228F,17W100P100P0146H,Nuclear,2018,5464337,0.468,0.998,0
17W100P100P0229D,17W100P100P0147F,Nuclear,2018,6485446,0.811,0.998,0
17W100P100P0230S,17W100P100P0148D,Nuclear,2018,5236498,0.655,0.998,0
46WPU0000000043R,46WGU0000000046R,"Hydro Water Reservoir",2018,586033,0.558,1.000,0
19W000000000193U,19W000000000194S,"Fossil Hard coal",2018,204883,0.188,0.995,2.58426e+08
19W000000000193U,19W000000000196O,"Fossil Hard coal",2018,45438,0.042,0.995,6.18975e+07
11WD2STAU0001800,11WD2STA4000065N,"Fossil Gas",2018,169609,0.031,1.000,9.4981e+07
11WD2STAU0001800,11WD2STA5000066D,"Fossil Gas",2018,1669133,0.374,1.000,9.34714e+08
48WSTN00000STAYA,48W000000STAY-1Y,"Fossil Gas",2018,1549045,0.750,0.516,6.00796e+08
48WSTN00000STAYA,48W000000STAY-2W,"Fossil Gas",2018,1727461,0.755,0.572,6.69994e+08
48WSTN00000STAYA,48W000000STAY-3U,"Fossil Gas",2018,1654824,0.764,0.541,6.41822e+08
48WSTN00000STAYA,48W000000STAY-4S,"Fossil Gas",2018,1385524,0.806,0.430,5.37374e+08
46WPU0000000056I,46WGU0000000048N,"Fossil Oil",2018,0,0.000,1.000,0
46WPU0000000057G,46WGU0000000049L,"Fossil Oil",2018,1483,0.001,1.000,1.13005e+06
48WSTN0000STLGW3,48W00000STLGW-1E,"Wind Offshore",2018,84977,0.288,0.449,0
48WSTN0000STLGW3,48W00000STLGW-2C,"Wind Offshore",2018,109963,0.572,0.293,0
48WSTN0000STLGW3,48W00000STLGW-3A,"Wind Offshore",2018,44462,0.232,0.292,0
46WPU0000000042T,46WGU0000000042Z,"Hydro Water Reservoir",2018,364633,0.306,1.000,0
46WPU0000000042T,46WGU0000000043X,"Hydro Water Reservoir",2018,546706,0.459,1.000,0
46WPU0000000042T,46WGU0000000044V,"Hydro Water Reservoir",2018,364048,0.306,1.000,0
46WPU0000000042T,46WGU0000000045T,"Hydro Water Reservoir",2018,894871,0.597,1.000,0
29WYISSTRATOU-IV,29WGU-YISSTRAT1L,"Hydro Water Reservoir",2018,340243,0.260,0.997,0
45W000000000015T,45W000000000036L,"Fossil Hard coal",2018,1350334,0.429,1.000,1.34684e+09
45W000000000015T,45W000000000037J,"Fossil Hard coal",2018,401279,0.128,1.000,4.0024e+08
12W-0000000034-F,12W-0000000929-X,"Hydro Water Reservoir",2018,1023194,0.303,0.915,0
11WD4MUST5G----B,11WD4MUST5X-DT-M,Waste,2018,284770,0.298,1.000,
11WD2SUE1000099L,11WD2S1G2000097U,"Fossil Gas",2018,104722,0.112,0.992,5.55578e+07
11WD2SUE1000099L,11WD2S1G3000098K,"Fossil Gas",2018,104746,0.112,0.992,6.03337e+07
11WD2SUE2000103B,11WD2S260000100F,"Fossil Gas",2018,437476,0.393,0.992,2.32093e+08
11WD2SUE2000103B,11WD2S2610001015,"Fossil Gas",2018,645594,0.546,0.992,3.82799e+08
11WD2SUE2000103B,11WD2S262000102W,"Fossil Gas",2018,428171,0.362,0.992,2.5388e+08
44W-T-YT-000010P,44W-T-YT-100014A,"Fossil Gas",2018,115432,0.078,1.000,
17W100P100P02764,17W100P100P0082H,"Hydro Pumped Storage",2018,37399,0.028,0.997,0
17W100P100P02764,17W100P100P0083F,"Hydro Pumped Storage",2018,114418,0.086,0.997,0
17W100P100P02764,17W100P100P0084D,"Hydro Pumped Storage",2018,118274,0.089,0.997,0
17W100P100P02764,17W100P100P0085B,"Hydro Pumped Storage",2018,130357,0.098,0.997,0
17W100P100P02764,17W100P100P00869,"Hydro Pumped Storage",2018,336244,0.238,0.997,0
48WSTN00000SUTBW,48W000000SUTB-1P,"Fossil Gas",2018,1210909,0.728,0.232,4.78682e+08
48WSTN00000SVRP6,48W00000SVRP-10A,"Fossil Gas",2018,1308919,0.676,0.520,4.98262e+08
48WSTN00000SVRP6,48W00000SVRP-207,"Fossil Gas",2018,1054293,0.650,0.436,4.01334e+08
49W000000000061-,49W0000000000156,"Fossil Gas",2018,1070977,0.585,1.000,5.73255e+08
22WT-POWE000244W,22WT-POWE150244W,"Fossil Gas",2018,2404911,0.654,1.000,1.05059e+09
16WRTG---------V,16WRTG01-------3,"Fossil Gas",2018,1183940,0.410,1.000,4.42794e+08
16WRTG---------V,16WRTG02-------V,"Fossil Gas",2018,1325405,0.458,1.000,4.95701e+08
16WRTG---------V,16WRTG03-------M,"Fossil Gas",2018,1509343,0.522,1.000,5.64494e+08
44W-T-LV-000004L,44W-T-LV-100006A,"Fossil Hard coal",2018,0,0.000,1.000,0
18WTAPOWER-12-0V,18WTAPOWER-12-C7,"Fossil Gas",2018,231112,0.063,1.000,8.96003e+07
47W000000000162N,47W000000000207R,"Fossil Oil",2018,198,0.000,0.863,150480
47W000000000162N,47W000000000208P,"Fossil Oil",2018,76,0.000,0.863,57760
47W000000000162N,47W0000000000994,"Fossil Oil",2018,27848,0.015,0.863,2.11645e+07
47W000000000162N,47W0000000001008,"Fossil Oil",2018,11755,0.006,0.863,8.9338e+06
18WTARRAG-123-03,18WTARRAG-123-CG,"Fossil Gas",2018,1836,0.001,0.627,711803
47W000000000163L,47W000000000214U,"Fossil Gas",2018,2656,0.007,0.863,
47W000000000163L,47W000000000215S,"Fossil Gas",2018,941,0.002,0.863,
48WSTN000TAYL-G3,48W000000TAYL2GY,"Fossil Gas",2018,3304,0.268,0.020,2.19087e+06
48WSTN000TAYL-G3,48W000000TAYL3GV,"Fossil Gas",2018,2644,0.209,0.020,1.75323e+06
48WSTN0000TDBNWM,48W00000TDBNW-1W,"Wind Onshore",2018,54012,0.336,0.655,0
28W-G-000000122W,28W-G-0000000130,"Fossil Gas",2018,2311,0.003,0.918,1.39416e+06
28W-G-000000122W,28W-G-000000014Z,"Fossil Gas",2018,1342,0.001,0.918,809592
18WTER1-12345-0D,18WTER1-12345-DO,"Fossil Hard coal",2018,1123600,0.364,1.000,1.16419e+09
18WTER2-12345-03,18WTER2-12345-DE,"Fossil Hard coal",2018,1018423,0.330,1.000,1.05521e+09
18WTER3-12345-0U,18WTER3-12345-D4,"Fossil Hard coal",2018,877965,0.285,1.000,9.09682e+08
28W-G-000000080M,28W-G-000000054N,"Fossil Brown coal/Lignite",2018,371010,0.405,0.422,4.4076e+08
28W-G-000000080M,28W-G-000000055L,"Fossil Brown coal/Lignite",2018,391718,0.160,0.918,4.50818e+08
28W-G-000000080M,28W-G-000000121Y,"Fossil Brown coal/Lignite",2018,2859986,0.660,0.918,2.84669e+09
28W-G-0000000797,28W-G-000000061Q,"Fossil Brown coal/Lignite",2018,0,0.000,0.918,0
14W-KW-THE-EVN-7,14W-KW-THE-M2--7,"Fossil Gas",2018,72070,0.063,1.000,4.35565e+07
14W-KW-THE-EVN-7,14W-KW-THE--M3-U,"Fossil Gas",2018,275128,0.123,1.000,1.66277e+08
14W-KW-THE-EVN-7,14W-KW-THE--M5-O,"Fossil Gas",2018,394052,0.196,1.000,2.38151e+08
29WTHESAVROS1--2,29WGU-THESAVRO1B,"Hydro Pumped Storage",2018,162953,0.146,0.997,0
29WTHESAVROS2--Z,29WGU-THESAVRO29,"Hydro Pumped Storage",2018,136856,0.122,0.997,0
29WTHESAVROS3--V,29WGU-THESAVRO37,"Hydro Pumped Storage",2018,115015,0.103,0.997,0
22WTHORNT000237E,22WTHORNT150237E,"Wind Offshore",2018,438865,0.340,0.997,0
22WTHORNT000238C,22WTHORNT150238C,"Wind Offshore",2018,545290,0.351,0.997,0
12W-0000000018-B,12W-0000000444-S,"Hydro Pumped Storage",2018,49491,0.044,0.915,0
22WTIHANG000239G,22WTIHANG150239G,Nuclear,2018,3904269,0.929,0.997,0
22WTIHANG000240V,22WTIHANG150240V,Nuclear,2018,4053993,0.965,0.997,0
22WTIHANG000241T,22WTIHANG150241T,Nuclear,2018,5477049,0.622,0.997,0
22WTIHANG000242R,22WTIHANG150242R,Nuclear,2018,2220518,0.244,1.000,0
44W-T-YT-000011N,44W-T-YT-1000166,"Fossil Peat",2018,356257,0.339,1.000,
48WSTN00000TORNX,48W000000TORN-1G,Nuclear,2018,3888641,0.873,0.743,0
48WSTN00000TORNX,48W000000TORN-2E,Nuclear,2018,2740305,0.835,0.547,0
16WTORRAO------V,16WTORRA1------U,"Hydro Run-of-river and poundage",2018,124514,0.203,1.000,0
16WTORRAO------V,16WTORRA2------M,"Hydro Run-of-river and poundage",2018,121071,0.197,1.000,0
32W001100100218B,32W001100100007O,"Fossil Brown coal/Lignite",2018,673870,0.456,0.888,8.1572e+08
32W001100100218B,32W001100100008M,"Fossil Brown coal/Lignite",2018,649160,0.441,0.885,7.85808e+08
32W001100100218B,32W001100100009K,"Fossil Brown coal/Lignite",2018,574984,0.390,0.885,6.96018e+08
32W001100100294W,32W0011001000935,"Fossil Brown coal/Lignite",2018,1554326,0.584,0.885,2.31571e+09
32W001100100294W,32W0011001000943,"Fossil Brown coal/Lignite",2018,1493524,0.560,0.888,2.22512e+09
32W001100100088Z,32W0011001000498,"Fossil Brown coal/Lignite",2018,12426,0.013,0.885,1.78272e+07
32W001100100153D,32W001100100041O,"Fossil Brown coal/Lignite",2018,1028634,0.749,0.885,1.24516e+09
32W001100100153D,32W001100100042M,"Fossil Brown coal/Lignite",2018,823767,0.644,0.885,9.9717e+08
32W001100100153D,32W001100100043K,"Fossil Brown coal/Lignite",2018,710286,0.517,0.885,8.59801e+08
32W001100100153D,32W001100100044I,"Fossil Brown coal/Lignite",2018,868373,0.633,0.885,1.05117e+09
32W001100100153D,32W001100100045G,"Fossil Brown coal/Lignite",2018,1202811,0.672,0.888,1.456e+09
32W001100100153D,32W001100100046E,"Fossil Brown coal/Lignite",2018,932382,0.523,0.885,1.12865e+09
32W001100100153D,32W001100100047C,"Fossil Brown coal/Lignite",2018,1160569,0.686,0.885,1.3623e+09
32W001100100153D,32W001100100048A,"Fossil Brown coal/Lignite",2018,782856,0.439,0.885,9.18931e+08
32W001100100063E,32W001100100037F,"Fossil Brown coal/Lignite",2018,934425,0.532,0.883,1.03417e+09
32W001100100063E,32W001100100038D,"Fossil Brown coal/Lignite",2018,1030744,0.585,0.885,1.14077e+09
32W001100100063E,32W001100100039B,"Fossil Brown coal/Lignite",2018,1060797,0.603,0.885,1.17403e+09
32W001100100063E,32W001100100040Q,"Fossil Brown coal/Lignite",2018,785290,0.447,0.883,8.69114e+08
32W001100100089X,32W001100100024O,"Fossil Hard coal",2018,0,0.000,0.883,0
46WPU0000000018Q,46WGU0000000002A,"Hydro Water Reservoir",2018,134707,0.154,1.000,0
46WPU0000000018Q,46WGU00000000038,"Hydro Water Reservoir",2018,184096,0.210,1.000,0
46WPU0000000018Q,46WGU00000000046,"Hydro Water Reservoir",2018,255135,0.224,1.000,0
17W100P100P0231Q,17W100P100P0149B,Nuclear,2018,5213573,0.722,0.901,0
17W100P100P0232O,17W100P100P0150Q,Nuclear,2018,4320478,0.541,0.997,0
17W100P100P0233M,17W100P100P0152M,Nuclear,2018,5383954,0.673,0.998,0
17W100P100P0234K,17W100P100P0153K,Nuclear,2018,5826680,0.730,0.997,0
18WTRL1-12345-0Y,18WTRL1-12345-BC,Nuclear,2018,7730786,0.880,1.000,0
48WSTN0000TULWBN,48W00000TULWW-2S,"Wind Onshore",2018,41531,0.285,0.666,0
47W0000000001699,47W0000000001982,"Hydro Pumped Storage",2018,129049,0.234,0.863,0
47W0000000001699,47W0000000001990,"Hydro Pumped Storage",2018,0,0.000,0.863,0
47W0000000001699,47W0000000002004,"Hydro Pumped Storage",2018,66529,0.121,0.863,0
47W0000000001699,47W0000000002012,"Hydro Pumped Storage",2018,0,0.000,0.863,0
19W000000000199I,19W000000000201K,"Fossil Brown coal/Lignite",2018,374018,0.183,0.992,3.88703e+08
19W000000000199I,19W000000000203G,"Fossil Brown coal/Lignite",2018,342489,0.167,0.995,3.55936e+08
19W000000000199I,19W000000000205C,"Fossil Brown coal/Lignite",2018,1188463,0.580,0.995,1.23513e+09
19W000000000199I,19W0000000002078,"Fossil Brown coal/Lignite",2018,1521389,0.669,0.995,1.58112e+09
19W000000000199I,19W0000000002094,"Fossil Brown coal/Lignite",2018,1572559,0.692,0.995,1.6343e+09
19W000000000199I,19W000000000211H,"Fossil Brown coal/Lignite",2018,1558352,0.685,0.995,1.61954e+09
47W000000000172K,47W0000000000978,"Fossil Gas",2018,1274367,0.417,0.863,
18WARRU1-1234-0J,18WARRU1-1234-CW,"Fossil Gas",2018,604398,0.175,1.000,2.25642e+08
18WARRU2-1234-0A,18WARRU2-1234-CN,"Fossil Gas",2018,504860,0.148,1.000,1.88481e+08
46WPU0000000055K,46WGU0000000047P,"Fossil Peat",2018,152482,0.145,1.000,
26WIMPITOADDA-1T,26WUUUALTOADDA15,"Hydro Run-of-river and poundage",2018,449799,0.157,1.000,0
26WIMPI-S18EADS0,26WUUALTOMONTE1Z,"Fossil Gas",2018,3569439,0.504,1.000,1.40856e+09
26WIMYI-S19ANPAB,26WUUANAPO-C-L1O,"Hydro Pumped Storage",2018,326560,0.075,1.000,0
26WIMPI-S02AVSIS,26WUUUUUUAVISE1Z,"Hydro Run-of-river and poundage",2018,345892,0.311,1.000,0
26WIMPI-S05AZTT6,26WUUUUAZOTATI5V,"Fossil Gas",2018,238811,0.116,1.000,8.90982e+07
26WIMPI-S08BCRGX,26WUUBARGI-CEN11,"Hydro Pumped Storage",2018,43211,0.018,1.000,0
26WIMPI-0111491E,26WUBDDSLDSRDI17,"Wind Onshore",2018,309856,0.256,1.000,0
26WIMPI-S16BSCRY,26WUBRNDSSUDCE1N,"Fossil Hard coal",2018,1278064,0.241,1.000,1.2734e+09
26WIMPI-S16BSCRY,26WUBRNDSSUDCE2L,"Fossil Hard coal",2018,1480229,0.279,1.000,1.47483e+09
26WIMPI-S16BSCRY,26WUBRNDSSUDCE3J,"Fossil Hard coal",2018,1313158,0.248,1.000,1.30837e+09
26WIMPI-S16BSCRY,26WUBRNDSSUDCE4H,"Fossil Hard coal",2018,1342129,0.253,1.000,1.33723e+09
