eic_p,eic_g,min_load,ramp_up,ramp_down,minimum_up_time,minimum_down_time,eff,best_source
46WPU0000000005Z,46WGU0000000017Y,,,,,,,
46WPU0000000005Z,46WGU0000000019U,0.196,0.009,-0.013,97,112,0.360,Class_derived
46WPU00000000016,,0.051,0.012,-0.013,15026,60,,
46WPU00000000032,,0.169,0.009,-0.011,110,60,0.360,Class_derived
46WPU00000000024,46WGU00000000135,0.532,0.015,-0.015,60,60,0.340,Class_derived
46WPU0000000085B,,0.124,0.014,-0.014,60,60,,
46WPU0000000080L,,0.185,0.013,-0.013,36,37,,
46WPU0000000068B,,0.051,0.012,-0.013,15026,60,,
46WPU0000000067D,,0.051,0.012,-0.013,15026,60,,
46WPU0000000064J,46WGU0000000010B,0.196,0.009,-0.013,97,112,0.230,Class_derived
46WPU0000000063L,46WGU00000000127,0.121,0.01,-0.014,60,60,,
46WPU0000000066F,,0.124,0.014,-0.014,60,60,,
46WPU0000000065H,,0.051,0.012,-0.013,15026,60,,
46WPU0000000112Y,,0.052,0.014,-0.014,837,60,,
46WPU0000000105V,,0.2,0.015,-0.015,307,63,,
46WPU0000000104X,,0.2,0.015,-0.015,307,63,,
46WPU0000000107R,,0.124,0.014,-0.014,60,60,,
46WPU0000000106T,,0.2,0.015,-0.015,307,63,,
46WPU0000000060R,46WGU0000000008Z,0.498,0.009,-0.012,1694,342,,
46WPU0000000062N,46WGU0000000001C,0.335,0.011,-0.013,77,71,0.500,OEM_derived
46WPU0000000061P,46WGU0000000009X,0.498,0.009,-0.012,1694,342,,
46WPU0000000056I,46WGU0000000048N,0.196,0.009,-0.013,97,112,0.360,Class_derived
46WPU0000000055K,46WGU0000000047P,0.121,0.01,-0.014,60,60,,
46WPU0000000058E,,0.054,0.014,-0.014,11894,60,,
46WPU0000000057G,46WGU0000000049L,0.196,0.009,-0.013,97,112,0.360,Class_derived
46WPU0000000052Q,,0.211,0.014,-0.014,60,60,,
46WPU0000000051S,,0.124,0.014,-0.014,60,60,,
46WPU0000000050U,,0.211,0.014,-0.014,60,60,,
46WPU0000000054M,,0.124,0.014,-0.014,60,60,,
46WPU0000000053O,,0.211,0.014,-0.014,60,60,,
46WPU00000001020,,0.052,0.014,-0.014,837,60,,
46WPU0000000103Z,,0.2,0.015,-0.015,307,63,,
46WPU0000000059C,46WGU00000000070,0.498,0.009,-0.012,1694,342,,
46WPU0000000044P,,0.124,0.014,-0.014,60,60,,
46WPU0000000043R,46WGU0000000046R,0.211,0.014,-0.014,60,60,,
46WPU0000000046L,,0.211,0.014,-0.014,60,60,,
46WPU0000000045N,,0.124,0.014,-0.014,60,60,,
46WPU0000000042T,46WGU0000000043X,0.211,0.014,-0.014,60,60,,
46WPU0000000042T,46WGU0000000044V,0.211,0.014,-0.014,60,60,,
46WPU0000000042T,46WGU0000000045T,0.124,0.014,-0.014,60,60,,
46WPU0000000042T,46WGU0000000042Z,0.211,0.014,-0.014,60,60,,
46WPU0000000041V,,0.211,0.014,-0.014,60,60,,
46WPU0000000040X,,0.211,0.014,-0.014,60,60,,
46WPU0000000048H,,0.124,0.014,-0.014,60,60,,
46WPU0000000047J,,0.124,0.014,-0.014,60,60,,
46WPU0000000049F,,0.211,0.014,-0.014,60,60,,
28W-G-0000000797,28W-G-000000061Q,0.562,0.009,-0.013,224,68,0.270,Class_derived
28W-G-000000122W,28W-G-0000000106,0.139,0.014,-0.013,86,105,0.310,Class_derived
28W-G-000000122W,28W-G-000000014Z,0.139,0.014,-0.013,86,105,0.330,OEM_derived
28W-G-000000122W,28W-G-0000000130,0.139,0.014,-0.013,86,105,0.330,OEM_derived
28W-G-000000122W,28W-G-000000009S,0.139,0.014,-0.013,86,105,0.310,Class_derived
28W-G-000000122W,28W-G-000000008U,0.139,0.014,-0.013,86,105,0.310,Class_derived
28W-G-000000080M,28W-G-000000121Y,0.398,0.012,-0.013,84,60,0.370,emissions_15_derived
28W-G-000000080M,28W-G-000000055L,0.54,0.01,-0.014,363,198,0.320,emissions_15_derived
28W-G-000000080M,28W-G-000000054N,0.54,0.01,-0.014,363,198,0.310,emissions_15_derived
28W-G-000000082I,28W-G-000000057H,0.562,0.009,-0.013,224,68,0.270,Class_derived
28W-G-000000082I,28W-G-000000056J,0.562,0.009,-0.013,224,68,0.270,Class_derived
28W-G-000000082I,28W-G-000000058F,0.562,0.009,-0.013,224,68,0.270,Class_derived
28W-G-0000000009,28W-G-000000123U,0.078,0.015,-0.015,60,57,,
28W-G-000000091H,28W-G-000000023Y,0.2,0.015,-0.015,307,63,,
28W-G-000000091H,28W-G-000000024W,0.2,0.015,-0.015,307,63,,
28W-G-000000090J,28W-G-000000072L,0.2,0.015,-0.015,307,63,,
28W-G-000000090J,28W-G-000000071N,0.2,0.015,-0.015,307,63,,
28W-G-000000119L,28W-G-000000041W,0.498,0.009,-0.012,1694,342,,
24WV--EBO------8,24WG--EBOG42---2,0.901,0.008,-0.01,94,116,,
24WV--EBO------8,24WG--EBOG31---D,0.901,0.008,-0.01,94,116,,
24WV--EBO------8,24WG--EBOG41---7,0.901,0.008,-0.01,94,116,,
24WV--EBO------8,24WG--EBOG32---8,0.901,0.008,-0.01,94,116,,
24WV--EVO------D,24WG--EVOG15---A,0.485,0.009,-0.012,151,83,0.290,emissions_15_derived
24WV--EVO------D,24WG--EVOG16---5,0.485,0.009,-0.012,151,83,0.290,emissions_15_derived
24WV--HCV------O,24WG--HCVG04---W,0.121,0.015,-0.015,60,60,,
24WV--HCV------O,24WG--HCVG03---0,0.121,0.015,-0.015,60,60,,
24WV--HCV------O,24WG--HCVG02---5,0.121,0.015,-0.015,60,60,,
24WV--HCV------O,24WG--HCVG06---M,0.121,0.015,-0.015,60,60,,
24WV--HCV------O,24WG--HCVG01---A,0.121,0.015,-0.015,60,60,,
24WV--HCV------O,24WG--HCVG05---R,0.121,0.015,-0.015,60,60,,
24WV--EMO------K,24WG--EMOG22---Q,0.901,0.008,-0.01,94,116,,
24WV--EMO------K,24WG--EMOG21---V,0.901,0.008,-0.01,94,116,,
24WV--EMO------K,24WG--EMOG12---W,0.901,0.008,-0.01,94,116,,
24WV--EMO------K,24WG--EMOG11---0,0.901,0.008,-0.01,94,116,,
24WV--ENO------B,24WG--ENOG02---T,0.562,0.009,-0.013,224,68,0.270,emissions_16_derived
24WV--ENO------B,24WG--ENOG03---O,0.562,0.009,-0.013,224,68,0.270,emissions_16_derived
24WV--ENO------B,24WG--ENOG04---J,0.562,0.009,-0.013,224,68,0.260,emissions_16_derived
24WV--ENO------B,24WG--ENOG01---Y,0.562,0.009,-0.013,224,68,0.260,emissions_16_derived
24WV--HLM------F,,0.124,0.014,-0.014,60,60,,
24WV--PBA------A,24WG--PBAG01---X,0.335,0.011,-0.013,77,71,0.380,Class_derived
24WV--HGA------8,,0.061,0.012,-0.015,60,60,,
24WV--EOK------Y,24WG--EOKG11---E,0.308,0.012,-0.014,152,76,0.540,OEM_derived
49W000000000092P,49W000000000093N,0.286,0.011,-0.012,69,89,0.460,OEM_derived
18WMUELP-12345-D,18WMUE7-123456-D,0.124,0.014,-0.014,60,60,,
18WMUELP-12345-D,18WMUE6-123456-N,0.124,0.014,-0.014,60,60,,
,31WNA53,0.211,0.014,-0.014,60,60,,
,31WNA54,0.211,0.014,-0.014,60,60,,
,31WNA52,0.211,0.014,-0.014,60,60,,
18WMUELP-12345-D,18WMUE4-123456-6,0.124,0.014,-0.014,60,60,,
18WMUELP-12345-D,18WMUE5-123456-X,0.124,0.014,-0.014,60,60,,
26WIMZI-S10TERN0,26WUUUS10TERN01O,,,,,,,
49W000000000070Z,49W000000000001H,0.28,0.011,-0.013,211,69,0.380,emissions_15_derived
49W000000000069K,49W000000000004B,0.308,0.012,-0.014,152,76,0.500,Class_derived
49W000000000100F,49W000000000030A,0.28,0.011,-0.013,211,69,0.350,emissions_15_derived
49W000000000101D,49W0000000000318,0.28,0.011,-0.013,211,69,0.350,emissions_15_derived
49W0000000000520,49W000000000053Z,0.28,0.011,-0.013,211,69,0.350,emissions_15_derived
50WP00000000670R,50WG000000017121,0.211,0.014,-0.014,60,60,,
16WALQUEII-----Q,16W-ALQUE4-----C,0.121,0.015,-0.015,60,60,,
16WALQUEII-----Q,16W-ALQUE3-----J,0.121,0.015,-0.015,60,60,,
,31WNA51,0.211,0.014,-0.014,60,60,,
,31WNA45,0.2,0.015,-0.015,307,63,,
45W000000000025Q,45W000000000043O,0.28,0.011,-0.013,211,69,0.350,Class_derived
45W000000000018N,45W000000000042Q,0.479,0.009,-0.013,221,134,0.320,Class_derived
11WD7MITB1S--KWK,11WD7MITB1C---A1,0.28,0.011,-0.013,211,69,0.360,emissions_15_derived
32W001100100294W,32X001100100269H,0.54,0.01,-0.014,363,198,0.260,emissions_16_derived
32W001100100294W,32X001100100268J,0.54,0.01,-0.014,363,198,0.260,emissions_16_derived
,31WNA61,0.211,0.014,-0.014,60,60,,
,31WNA47,0.211,0.014,-0.014,60,60,,
18WABA1-123456-K,18WABA1-12345-AJ,,,,,,,
18WA12PAME-123-U,18W-A12PAME-8--8,,,,,,,
18WFGEFG-12345-6,18W98FUTUR-123-W,,,,,,,
18WTTFTPZG-123-A,18W98D-481-123-M,0.139,0.014,-0.013,86,105,0.350,Class_derived
18WEUW3VIL-123-H,18W3VILLAS-123-5,0.052,0.014,-0.014,837,60,,
18W000000000A0UJ,18W0000000004ZX6,,,,,,,
18WABA2-123456-A,18WABA2-12345-A9,,,,,,,
18WEABARA-1234-J,18WABARA-12345-Z,0.052,0.014,-0.014,837,60,,
18WTLARODA-123-1,18WACEGUAD-123-1,0.383,0.008,-0.008,474,112,0.230,Class_derived
18WHACUAVI-123-F,18WACUAVIR-123-A,,,,,,,
18WEADRAG-123-1H,18WADRANO-123-ER,0.052,0.014,-0.014,837,60,,
18WEENRES-1234-C,18WAEROGEN-123-0,0.052,0.014,-0.014,837,60,,
18WRFBCEG-1234-O,18WAFAP-123456-S,,,,,,,
18WSTAFRIC-123-V,18WAFRICA-1234-1,,,,,,,
18WROLEIC-1234-4,18WAGALGPA-123-B,,,,,,,
18WROLEIC-1234-4,18WAGBAENA-123-X,,,,,,,
18WAGRUPAA-123-W,18W-AGRUPAA-9--D,,,,,,,
18WAGRUPAB-123-P,18W-AGRUPAB-4--R,,,,,,,
18WETFAGUI-123-L,18WAGUILA-123-E8,0.052,0.014,-0.014,837,60,,
18WFFATFW-1234-W,18WALAMOFW-123-H,,,,,,,
18WHNATRH-1234-X,18WALANGE-123-AS,,,,,,,
18WBERJUCA-123-I,18WALC1-12345-AP,,,,,,,
18WBERJUCA-123-I,18WALC2-12345-AF,,,,,,,
18WTIGALC-1234-7,18WALCARRA-123-Z,0.383,0.008,-0.008,474,112,0.230,Class_derived
18WTALCATE-123-L,18WALCATEC-12-DH,0.249,0.007,-0.007,60,60,0.360,Class_derived
18WHALCOL-1234-B,18WALCOLEA-123-G,,,,,,,
18WRALDEBA-123-P,18WALDEBAR-123-Y,,,,,,,
18WEALDEG-1234-M,18WALDEH-1234-AJ,0.052,0.014,-0.014,837,60,,
18WEALENT-1234-C,18WALENTIS-123-X,0.052,0.014,-0.014,837,60,,
18WALHAM-12345-B,18WALHAM-1234--T,,,,,,,
18WEBECOSA-12-1E,18WALIJAR-123-EX,0.052,0.014,-0.014,837,60,,
18WRALLRZ-1234-M,18WALLARLU-123-T,,,,,,,
18WHNATRH-1234-X,18WALLONES-123-W,,,,,,,
18WHNATRH-1234-X,18WALMAZAN-123-9,,,,,,,
18WEWIESRB-123-P,18WALMENDA-12-EF,0.052,0.014,-0.014,837,60,,
18WHELDY-12345-7,18WALMOFRE-12-A3,,,,,,,
18WFFRSPRA-123-B,18WALTENAA-123-H,,,,,,,
18WTALTORR-123-K,18WALTORRI-123-M,0.383,0.008,-0.008,474,112,0.230,Class_derived
18WTAMIZAL-123-D,18WAMIZAL-1234-Z,0.383,0.008,-0.008,474,112,0.230,Class_derived
18W00000000032U4,18W0000000002RQF,0.052,0.014,-0.014,837,60,,
18WTAMPOC-1234-8,18WAMPOCOG-123-5,0.383,0.008,-0.008,474,112,0.230,Class_derived
18WESIBAN-1234-O,18WAMPUMA-1234-P,0.052,0.014,-0.014,837,60,,
18WHANARBE-123-I,18WANARBE1-123-Q,,,,,,,
18WHANARBE-123-I,18WANARBE2-123-J,,,,,,,
18WSANDA2-1234-3,18WANDASO2-123-Y,,,,,,,
18WSANDA3-1234-W,18WANDASO3-123-R,,,,,,,
18WSANDAS-1234-H,18WANDASOL-123-C,,,,,,,
18WTFGASN-1234-3,18WANDAYA-1234-F,0.383,0.008,-0.008,474,112,0.230,Class_derived
18WHGENHI-1234-U,18WANGEL-12345-4,,,,,,,
18WHVANGE-1234-9,18WANGELES-123-X,,,,,,,
18WHEGPE-12345-B,18WANLLO-12345-0,,,,,,,
18WTTFANOI-123-X,18WANOIAEN-123-2,0.383,0.008,-0.008,474,112,0.230,Class_derived
18WHPEUSA-1234-2,18WANSERA3-123-H,,,,,,,
18WHPEUSA-1234-2,18WANSERAL-123-2,,,,,,,
18W0000000000S7L,18W0000000000UC5,0.249,0.007,-0.007,60,60,0.360,Class_derived
18WBEREBRO-123-L,18WANT1-12345--L,,,,,,,
18WHANTEL-1234-K,18WANTELLA-123-Y,,,,,,,
18WTANTEX-1234-R,18WANTEX-12345-C,0.249,0.007,-0.007,60,60,0.360,Class_derived
18WEPESAN-1234-8,18WANTONI-1234-U,0.052,0.014,-0.014,837,60,,
18W0000000000UGY,18WAOIZ-12345-DL,0.383,0.008,-0.008,474,112,0.230,Class_derived
18WTPAARA-123--3,18WARALAR-123--M,0.383,0.008,-0.008,474,112,0.230,Class_derived
18WTFARASA-123-5,18WARASANE-12--B,0.249,0.007,-0.007,60,60,0.360,Class_derived
18WTARATO-123--E,18WARATOM-123-DD,0.383,0.008,-0.008,474,112,0.230,Class_derived
18WETFARAV-123-S,18WARAVI-12345-R,0.052,0.014,-0.014,837,60,,
18WRCOPAMP-123-O,18WARAZURI-123-M,,,,,,,
18WARCH-123456-G,18WARCH-12345-AF,,,,,,,
18WFCOLLAR-123-I,18WARCICOL-123-2,,,,,,,
18WHCOHIG-123-19,18WAREN-12345-A7,,,,,,,
18WHARENG-1234-B,18WARENAL-1234-S,,,,,,,
18WSARSOL-1234-C,18WARENALE-12--X,,,,,,,
18W0000000009TNO,18WARENAS-1234-9,0.249,0.007,-0.007,60,60,0.360,Class_derived
18WTUSARGO-123-C,18WARGOITI-123-A,,,,,,,
18WHHDESP-1234-1,18WARIAS1-123-AV,,,,,,,
18WHHDESP-1234-1,18WARIAS2-123--8,,,,,,,
18WHHDESP-1234-1,18WARIESTO-12-AK,,,,,,,
18WBEREBRO-123-L,18WARIZ-12345-AS,,,,,,,
18WHGIES-1234-10,18WARNOYA-123-A6,,,,,,,
18WHPRODG-1234-6,18WARQUILL-123-V,,,,,,,
18WBEREBRO-123-L,18WARRO-12345-A2,,,,,,,
18WHEGPE-12345-B,18WARROIBA-12--R,,,,,,,
18WTARTABR-123-N,18WARTABRA-123-V,,,,,,,
18WEFERSA-123--L,18WARTEIXO-123-4,0.052,0.014,-0.014,837,60,,
18WHEEARG-123-1A,18WASEGRE-123-AJ,,,,,,,
18WTCETAG-1234-F,18WASERPAL-12-D5,0.383,0.008,-0.008,474,112,0.230,Class_derived
18W0000000009T3R,18WASESA-1234--H,0.383,0.008,-0.008,474,112,0.230,Class_derived
18WEFERSA-123--L,18WASNEVES-123-S,0.052,0.014,-0.014,837,60,,
18WSARIES-1234-Z,18WASTE1A-123--E,,,,,,,
18WSARIES-1234-Z,18WASTE1B-1234-S,,,,,,,
18WSDIOXI-1234-L,18WASTEXO2-123-9,,,,,,,
18WHFEGLE-1234-Y,18WATAZAR-1234-S,,,,,,,
18WHGEFG-12345-H,18WATLL-123456-1,,,,,,,
18WFGEFG-12345-6,18WATLLOBR-123-P,,,,,,,
18WFGEFG-12345-6,18WATLLPRA-123-7,,,,,,,
18WFGEFG-12345-6,18WATLLTER-123-U,,,,,,,
18WFGEFG-12345-6,18WATLTER3-123-1,,,,,,,
18WTYGENE-1234-0,18WATOMCRR-12--B,0.383,0.008,-0.008,474,112,0.230,Class_derived
18WTATOM-1234-18,18WATOMISA-12-D3,0.249,0.007,-0.007,60,60,0.360,Class_derived
18WTYGENE-1234-0,18WATOMIXX-123-3,0.383,0.008,-0.008,474,112,0.230,Class_derived
18W00000000037AT,18W00000000037BR,0.052,0.014,-0.014,837,60,,
18WRAUDAX-1234-O,18WAUDAX01-123-U,,,,,,,
18WAUNGNR-1234-K,18W-AUNGNR-28--E,0.383,0.008,-0.008,474,112,0.230,Class_derived
18WHHIPAL-1234-U,18WAUSIN-12345-Q,,,,,,,
18W0000000001FE5,18W0000000001FF3,0.052,0.014,-0.014,837,60,,
18WHSTMARI-123-K,18WAUXIME-1234-3,,,,,,,
18WEENGAS-1234-A,18WAXIABRE-123-F,0.052,0.014,-0.014,837,60,,
18WAYPGNR-1234-O,18W-AYPGNR-20--J,,,,,,,
18WTAZEBR2-123-C,18WAZBANEZ-12--3,0.383,0.008,-0.008,474,112,0.230,Class_derived
18WTAZEBRO-123-6,18WAZDUERO-12--K,0.139,0.014,-0.013,86,105,0.350,Class_derived
18WTAZEBRO-123-6,18WAZEBRO-1234-N,0.383,0.008,-0.008,474,112,0.230,Class_derived
18WTAZEBRO-123-6,18WAZGUALT-12-E6,0.383,0.008,-0.008,474,112,0.230,Class_derived
18WTAZEBR2-123-C,18WAZLEOPO-12-DR,0.383,0.008,-0.008,474,112,0.230,Class_derived
18W0000000004SDU,18WAZNALCO-123-7,,,,,,,
18WAZULIB-123-1H,18WAZULIB-123-DU,0.383,0.008,-0.008,474,112,0.230,Class_derived
18WTYGENE-1234-0,18W00000000015FX,0.249,0.007,-0.007,60,60,0.360,Class_derived
18W00000000074Z9,18WBABILA-123-DJ,0.139,0.014,-0.013,86,105,0.350,Class_derived
18WEPEBAN-1234-U,18WBANDELE-123-T,0.052,0.014,-0.014,837,60,,
18W00000000077SE,18WBANDERA-12-ES,0.052,0.014,-0.014,837,60,,
18WRABANIL-123-P,18WBANILLA-123-I,,,,,,,
18WTBANY-1234-1X,18WBANY-123456-R,0.383,0.008,-0.008,474,112,0.230,Class_derived
18WEENGAG-123-16,18WBARBANT-123-V,,,,,,,
18WRPGNRA-1234-3,18WBARBANZ-123-Q,,,,,,,
18WHFOHIS-1234-E,18WBARBAO-1234-O,,,,,,,
18WHATJUG-123-1Z,18WBARBEL-123-A5,,,,,,,
18WEASCO-12345-6,18WBARBERS-123-7,0.052,0.014,-0.014,837,60,,
18WHHDESG-123-1A,18WBARONA-123-AU,,,,,,,
18W0000000004GCV,18W00000000057I5,0.249,0.007,-0.007,60,60,0.360,Class_derived
18WHNORHI-1234-I,18WBARREIR-123-0,,,,,,,
18WEFDETIC-123-7,18WBARRIGO-12-EK,0.052,0.014,-0.014,837,60,,
18W0000000004SDU,18WBARRIOS-123-K,,,,,,,
18WHGIES-1234-10,18WBARTOLO-12-AP,,,,,,,
18W00000000001PT,18WBASURTO-123-Y,0.249,0.007,-0.007,60,60,0.360,Class_derived
18W0000000004RZQ,18WBATANES-123-I,,,,,,,
18W00000000058I2,18W00000000058F8,,,,,,,
18WEBECERR-123-M,18WBECERRI-123-A,0.052,0.014,-0.014,837,60,,
18WTBEFESA-123-J,18WBEFESVA-123-T,,,,,,,
18WTMORON-1234-U,18WBEMORON-123-B,0.383,0.008,-0.008,474,112,0.230,Class_derived
18W0000000003XEH,18WBENET-12345-O,0.383,0.008,-0.008,474,112,0.230,Class_derived
18WBERR1-12345-S,18WBERR1-1234-AO,,,,,,,
18WBERR2-12345-J,18WBERR2-1234-AF,,,,,,,
18WTXINGUD-123-K,18WBIDASOA-123-P,0.249,0.007,-0.007,60,60,0.360,Class_derived
18WEBRERZ-123-0B,18WBIEL-12345-AB,,,,,,,
18WTBIEMTE-123-P,18WBIEMTEC-12-D9,0.383,0.008,-0.008,474,112,0.230,Class_derived
18WRREBIOA-123-0,18WBIOASTU-123-K,,,,,,,
18WRBIOCAN-123-J,18WBIOCAN-1234-X,,,,,,,
18WBIOWA-1234-09,18WBIOCRIS-12-DL,0.249,0.007,-0.007,60,60,0.360,Class_derived
18W00000000072QX,18W00000000072RV,0.383,0.008,-0.008,474,112,0.230,Class_derived
18W00000000074YB,18WBIOGASA-12-DW,0.139,0.014,-0.013,86,105,0.350,Class_derived
18WRBIOLSI-123-E,18WBIOLE-12345-U,,,,,,,
18WRALMEN-1234-3,18WBIOMENA-123-T,,,,,,,
18WRFEGED-1234-C,18WBIOSAN-123-D8,,,,,,,
18WRBIOSAN-12-1V,18WBIOSM1-123-D2,,,,,,,
18WTSANTG-1234-F,18WBIOSM2-123-DV,0.383,0.008,-0.008,474,112,0.230,Class_derived
18WRMSVGA-1234-0,18WBIOVEGA-123-W,,,,,,,
18WRBIPU-12345-A,18WBIPUGE-1234-8,,,,,,,
18WBLANC-12345-Z,18WBLANC-1234--G,,,,,,,
18WTARCILL-123-9,18WBLANSA-1234-K,0.383,0.008,-0.008,474,112,0.230,Class_derived
18WEBSISG-123-1R,18WBOBISI-123-EI,0.052,0.014,-0.014,837,60,,
18WTBOIRO-1234-W,18WBOINERS-123-3,,,,,,,
18WBOLI-123456-4,18WBOLI-12345-A3,,,,,,,
18WTYCLIDM-123-1,18W00000000002J1,0.249,0.007,-0.007,60,60,0.360,Class_derived
18WRBOTARE-123-X,18WBOTAREL-123-B,,,,,,,
18WTFBPOIL-123-2,18WBPOIL1-1234-3,,,,,,,
18WTFBPOI2-123-O,18WBPOIL2-1234-W,,,,,,,
18W0000000000S7L,18W0000000000UE1,0.249,0.007,-0.007,60,60,0.360,Class_derived
18W000000000BAYE,18WBRILE-12345-P,0.383,0.008,-0.008,474,112,0.230,Class_derived
18WRFEGED-1234-C,18WBRIVIES-123-T,,,,,,,
18WEBRUJUL-12-1D,18WBRUJULA-12-EZ,0.052,0.014,-0.014,837,60,,
18WEBRULL-1234-4,18WBRULLES-123-7,0.052,0.014,-0.014,837,60,,
18WBTN-1234567-O,18WBTN-123456-AQ,,,,,,,
18W0000000002TGT,18WBUICIO-123-AG,,,,,,,
18W0000000000YQ2,18WBUIO-12345-E7,0.052,0.014,-0.014,837,60,,
18WTBUNGE-1234-L,18WBUNBARC-123-X,0.383,0.008,-0.008,474,112,0.230,Class_derived
18WTBUNGE-1234-L,18WBUNCART-123-F,0.383,0.008,-0.008,474,112,0.230,Class_derived
18W000000000032W,18W000000000033U,0.249,0.007,-0.007,60,60,0.360,Class_derived
18WTBUNGE-1234-L,18WBUNZIER-123-G,0.383,0.008,-0.008,474,112,0.230,Class_derived
18WTBUTETE-123-0,18WBUTETEM-123-M,,,,,,,
18W000000000582Y,18W0000000005JUJ,,,,,,,
18WEDENR-1234-11,18WCABIMO-123-EV,0.052,0.014,-0.014,837,60,,
18WHFDETIC-123-5,18WCABISC2-123-H,,,,,,,
18WEMADRI-1234-E,18WCACONDE-123-A,0.052,0.014,-0.014,837,60,,
18WECALDE-1234-R,18WCALDERA-123-I,0.052,0.014,-0.014,837,60,,
18WEMTORR-1234-U,18WCALERA-1234-6,0.052,0.014,-0.014,837,60,,
18WEENCALZ-123-Q,18WCALZADA-123-K,0.052,0.014,-0.014,837,60,,
18WEPUEYO-123--M,18WCAMPANA-123-T,0.052,0.014,-0.014,837,60,,
18WRCAMPEL-123-H,18WCAMPEYO-123-T,,,,,,,
18WF1CEG-12345-X,18W0000000004ZQK,,,,,,,
18WTRODO2-1234-J,18WCAMPOBR-123-S,0.383,0.008,-0.008,474,112,0.230,Class_derived
18WTCOBUR-1234-2,18WCAMPOF-123-D7,0.383,0.008,-0.008,474,112,0.230,Class_derived
18WHFASIE-1234-M,18WCAMPORR-123-B,,,,,,,
18WTCANAIS-123-Z,18WCANAISA-123-J,0.383,0.008,-0.008,474,112,0.230,Class_derived
18WHGUADAL-123-S,18WCANALRI-123-I,,,,,,,
18WFFWMARK-123-7,18WCANAVER-123-6,,,,,,,
18WFCANAVE-123-Q,18WCANAVFV-123-7,,,,,,,
18WRFCEG-12345-5,18WCANBARB-123-8,,,,,,,
18WEEO200-1234-9,18WCANONER-123-C,0.052,0.014,-0.014,837,60,,
18WEMIRASI-123-9,18WCANTERA-123-L,0.052,0.014,-0.014,837,60,,
18WTCAOBAR-123-D,18WCAOBAR1-123-U,0.249,0.007,-0.007,60,60,0.360,Class_derived
18WTCAPSA-1234-M,18WCAPSA-12345-V,0.383,0.008,-0.008,474,112,0.230,Class_derived
18WH1FERRO-123-D,18WCARANTO--1-AD,,,,,,,
18WTTIBGES-123-Q,18WCARBALL-123-G,,,,,,,
18WECARBA-1234-H,18WCARBAS-1234-G,0.052,0.014,-0.014,837,60,,
18W0000000002TGT,18W0000000006OU0,,,,,,,
18WECARRG-123-1L,18WCARRAC-123-E6,0.052,0.014,-0.014,837,60,,
18W0000000001BI9,18W0000000001BJ7,0.383,0.008,-0.008,474,112,0.230,Class_derived
18W0000000006FZH,18WCASABLA-123-9,,,,,,,
18WHSAEDO-1234-8,18WCASCALD-123-E,,,,,,,
18WTPYC2-12345-M,18WCASTEUR-12-DT,0.383,0.008,-0.008,474,112,0.230,Class_derived
18WECASTI-1234-3,18WCASTI-12345-R,0.052,0.014,-0.014,837,60,,
18WECASTRE-123-Z,18WCASTRE-1234-6,0.052,0.014,-0.014,837,60,,
18WECSTRIO-123-W,18WCASTRIO-12-ER,0.052,0.014,-0.014,837,60,,
18WHCOGOTA-123-J,18WCASTRO-1234-0,,,,,,,
18WEGEFG-12345-J,18WCATALAY-123-D,0.052,0.014,-0.014,837,60,,
18WTCAVLO-123-1Z,18WCAVLO-1234-DA,0.383,0.008,-0.008,474,112,0.230,Class_derived
18WETASA-1234-1U,18WCAYO-12345-EL,0.052,0.014,-0.014,837,60,,
18WTFEBLCO-123-F,18WCAYPA-1234-DQ,0.383,0.008,-0.008,474,112,0.230,Class_derived
18W0000000000RLX,18WCBIO1-12345-W,,,,,,,
18WRUCBIO2-123-5,18WCBIO2-12345-N,,,,,,,
18WTCORCOG-123-7,18WCCORA-12345-S,0.383,0.008,-0.008,474,112,0.230,Class_derived
18WEFNEXU-1234-H,18WCCRUCES-123-D,0.052,0.014,-0.014,837,60,,
18WECEGRG-123-1D,18WCDORADA-12-ED,0.052,0.014,-0.014,837,60,,
18WEEGPEV-1234-B,18WPECHNDTENON-2,0.052,0.014,-0.014,837,60,,
18WTNUCE-12345-J,18WCECAMPO-123-J,,,,,,,
18WTCELISI-123-3,18WCELI-123456-0,0.139,0.014,-0.013,86,105,0.350,Class_derived
18WTCELVSI-123-Y,18WCELVI-1234--H,0.139,0.014,-0.013,86,105,0.350,Class_derived
18WTYGEMSL-123-Q,18WCEMOS-12345-5,0.249,0.007,-0.007,60,60,0.360,Class_derived
18WTCERMA-1234-C,18WCEMRINQ-12--B,0.383,0.008,-0.008,474,112,0.230,Class_derived
18WTCENER--12-1K,18WCENER1-123-DW,0.139,0.014,-0.013,86,105,0.350,Class_derived
18WRCENER-123-1P,18WCENER2-123-DO,,,,,,,
18WHAEREG-1234-V,18WCEPEDA-1234-3,,,,,,,
18WTCEPUSI-123-3,18WCEPUE-12345-1,0.139,0.014,-0.013,86,105,0.350,Class_derived
18WTCERAMI-123-Q,18WCERAMIC-123-V,0.249,0.007,-0.007,60,60,0.360,Class_derived
18WTCRNOR-1234-E,18WCERANO2-12-DS,0.383,0.008,-0.008,474,112,0.230,Class_derived
18WTCRNOR-1234-E,18WCERANOR-12-D1,0.383,0.008,-0.008,474,112,0.230,Class_derived
18WTYGENE-1234-0,18W00000000015GV,0.249,0.007,-0.007,60,60,0.360,Class_derived
